FID,xpos,ypos,D20170322,D20170403,D20170415,D20170509,D20170521,D20170602,D20170614,D20170626,D20170708,D20170720,D20170801,D20170825,D20170906,D20170930,D20171012,D20171105,D20171117,D20171129,D20171211,D20171223,D20180104,D20180116,D20180128,D20180209,D20180221,D20180305,D20180317,D20180329,D20180410,D20180422,D20180504,D20180528,D20180609,D20180621,D20180715,D20180727,D20180808,D20180820,D20180901,D20180913,D20180925,D20181007,D20181019,D20181031,D20181112,D20181124,D20181206,D20181218,D20181230,D20190111,D20190123,D20190204,D20190216,D20190228,D20190312,D20190324,D20190417,D20190429,D20190511,D20190523,D20190604,D20190616,D20190628,D20190710,D20190722,D20190803,D20190815,D20190827,D20190908,D20190920,D20191002,D20191014,D20191026,D20191107,D20191119,D20191201,D20191213,D20191225,D20200106,D20200118,D20200130,D20200211,D20200223,D20200306,D20200318,D20200330,D20200411,D20200423,D20200505,D20200517,D20200529,D20200704,D20200716,D20200728,D20200821,D20200902,D20200926,D20201008,D20201020,D20201101,D20201113,D20201125,D20201207,D20201219,D20201231,D20210124,D20210205,D20210217,D20210301,D20210313,D20210325,D20210406,D20210418,D20210430,D20210512,D20210524,D20210605,D20210617,D20210711,D20210723,D20210804,D20210828,D20210909,D20210921,D20211003,D20211015,D20211027,D20211108,D20211120,D20211202,D20211214,D20211226,D20220107,D20220119,D20220131,D20220212,D20220224,D20220308,D20220320,D20220401,D20220413,D20220507,D20220519,D20220531,D20220624,D20220811,D20220823,D20220916,D20220928,D20221010,D20221022,D20221103,D20221115,D20221127,D20221209,D20221221,D20230102,D20230114,D20230126,D20230207,D20230219,D20230303,D20230315,D20230327,D20230408,D20230502,D20230514,D20230526,D20230607,D20230818,D20230830,D20230923,D20231005,D20231017,D20231110,D20231122,D20231204,D20231216,D20231228,D20240109,D20240121,D20240202,D20240214,D20240226,D20240309,D20240321,D20240402,D20240426,D20240812,D20240905,D20240917,D20240929,D20241011,D20241023,D20241104,D20241116,D20241128,D20241210,D20241222,D20250103,D20250115,D20250127,D20250208,D20250220,D20250304,D20250316,D20250328,D20250409,D20250421,D20250503,Pattern
124090,110.3284,20.04051,0,-1.92412,-1.79018,2.273818,-2.44463,-4.92993,-2.69773,1.058271,1.429921,-3.57456,-2.32914,-5.29681,4.918588,-1.62406,3.304452,1.528393,-1.1296,0.909214,-0.67515,-1.70957,0.694397,1.039501,0.546011,0.821739,-1.90471,2.821902,-0.40287,2.098373,0.379284,2.041106,-2.02998,-2.0131,-3.1812,5.816584,4.947829,1.922746,-5.46206,-1.73118,-3.99232,-4.06783,-0.37863,6.415719,-0.47837,3.92797,4.341426,3.672979,0.564556,2.749008,1.101733,2.175901,2.264661,4.408649,2.653955,-3.6277,3.274458,3.54525,6.59739,2.585826,4.465317,-0.24045,4.388061,-4.39486,8.471936,2.115906,3.462336,-2.01083,-5.64671,1.3023,3.887166,-0.75645,1.539772,3.123222,4.002127,4.897331,4.742777,8.828447,2.693515,4.189404,5.228369,4.736506,6.344018,7.978383,7.302471,9.795912,14.110974,7.784937,7.328717,6.871817,11.567451,5.403581,6.565492,17.864279,6.463822,5.333282,6.955825,3.640015,7.416079,8.667265,6.009515,7.442793,11.936075,11.579233,9.167221,8.576032,10.417461,10.361898,11.056674,10.842826,10.598415,9.850856,10.027103,11.384976,11.09288,9.003276,12.875919,10.559333,10.666984,5.781706,9.941631,13.221005,12.167366,11.157765,11.218009,7.478936,9.947345,9.029313,11.981262,9.417333,8.420803,11.335514,11.522266,10.224326,10.419948,9.666996,10.23316,9.606958,9.560218,9.960074,12.275256,10.188098,9.757676,8.739763,9.410209,9.769942,9.594105,10.646649,7.461808,5.930436,7.422393,9.540151,10.674194,8.904618,9.133033,11.1313,11.05152,9.503073,11.101105,8.621432,11.991508,11.912397,11.545025,9.697925,10.120103,12.034201,10.579387,7.408942,10.257131,8.285628,9.935942,14.291146,9.586745,11.062679,14.049097,14.012768,9.351519,10.039179,11.034151,11.124073,9.978287,10.53494,10.823343,10.575596,11.574307,11.800679,10.93169,10.780181,10.564628,9.776653,11.712905,9.839345,9.080488,5.032002,7.86357,8.88681,9.767669,8.105816,8.632001,9.352819,8.036741,8.24598,8.436794,8.960811,7.686721,9.589001,9.781895,9.272854,9.887692,9.803702,9.946228,9.103545,Piecewise
124106,110.3369,20.04226,0,-5.586275,-2.303605,0.580188,-3.578005,-3.405241,-3.585525,-7.607245,-1.218147,-5.800925,-4.415875,-2.584988,-0.350028,-3.221706,-2.236929,-0.341472,-1.033416,-0.779397,-2.347777,-2.809829,-0.712265,-2.703673,-1.82348,-0.937656,0.040646,-1.767347,-1.855929,-0.358744,0.154893,-1.496489,-2.942133,-3.654925,-2.296825,1.139789,1.02703,-0.072775,-8.823205,-2.301084,-1.352673,-3.309503,-1.524277,4.327324,-1.210245,0.782942,3.98765,1.111761,0.960249,0.330063,-0.005009,-0.3805,0.9222,0.822616,1.024283,-7.759975,1.228865,14.237369,6.361352,1.332016,1.143617,-2.470421,5.003197,-2.711656,2.727256,1.640097,0.043716,2.446219,-5.120805,0.688248,0.591499,-0.333006,-0.356422,-8.173685,1.544341,5.730406,2.798768,7.035018,4.313843,3.006447,3.846752,3.590883,2.793891,5.359081,5.857479,12.183409,11.442735,9.529699,6.733706,6.505617,7.168572,5.520155,6.391716,16.426537,1.048148,6.179117,8.11257,3.680046,5.18352,6.787634,5.427779,6.38832,7.604966,5.010428,5.266599,5.514505,6.507521,5.805221,5.614476,6.038278,6.906499,6.243922,6.42329,6.601615,7.75425,6.146089,8.37063,6.795142,7.361923,2.117354,7.201935,8.045207,7.560957,7.119114,8.960499,4.345019,6.816726,4.881681,8.808651,7.846545,6.489548,6.940673,8.44813,8.051794,7.503074,7.217431,6.917988,6.910067,8.430718,7.988112,8.648569,7.220342,7.05491,8.752061,8.220339,7.443444,8.084337,8.951193,8.77378,6.029298,9.816486,8.180713,8.802767,7.042756,8.363761,8.956895,9.665224,9.024355,7.798731,6.905093,10.105499,8.870835,9.532257,7.539109,9.47146,7.855564,7.92562,9.445681,9.383219,6.84588,6.021703,10.127907,6.718104,8.729074,12.651493,12.560633,4.789603,5.294073,6.547279,8.195132,7.018205,6.095065,6.522885,5.792976,6.532193,5.70497,6.938348,6.796438,6.690451,6.074714,9.161082,9.138404,6.319078,2.16198,5.592233,7.430589,7.020541,4.260401,4.39683,4.37896,5.102275,4.894855,5.683941,5.054351,5.383412,5.242857,5.500516,4.862752,6.065524,6.672397,5.86386,4.652041,Piecewise
124108,110.3327,20.0414,0,-4.12437,-1.018312,1.76097,-2.624934,-2.872451,-1.669868,-3.73189,0.145865,-4.17944,-4.03821,-1.73277,3.190513,-2.021589,2.344761,-0.977002,-0.080399,0.380356,-1.098477,-2.69051,-0.100763,-0.834506,0.12389,1.465476,0.170458,3.388124,0.292862,2.121332,0.517682,1.104431,-2.653991,-1.473161,-1.518384,6.733361,5.807695,4.348136,-7.08714,-1.463988,0.125609,-2.799733,0.475884,5.989739,0.092383,4.253162,5.041856,4.674178,2.352793,2.426162,1.550091,2.89521,3.215725,3.341715,2.670278,-5.02703,4.50089,5.230136,8.077643,3.985877,3.596119,-1.19018,6.899842,-2.088712,8.945164,3.724308,2.103879,2.141853,-5.39817,1.289823,1.860532,-0.630033,0.129529,0.197125,2.710639,5.426664,3.685645,6.459831,3.719075,3.385505,3.907338,5.092752,3.98606,6.391746,6.790265,9.742464,14.121647,7.698649,7.215556,6.16145,8.794616,6.27619,4.804745,13.938898,2.150252,5.533357,6.06577,4.293344,4.687465,4.631388,4.393451,4.180514,7.648308,6.058329,5.100543,6.52208,7.746927,6.028505,7.319333,7.070325,7.566842,7.055418,7.447534,7.058008,8.240982,6.651826,9.700835,7.07008,9.811323,3.164011,7.939826,9.163389,9.700196,7.395944,8.839435,4.112752,6.427776,4.976191,8.958022,6.403643,5.703886,7.703395,7.977292,6.657166,6.811831,5.997559,5.778966,5.306364,6.232575,6.556689,7.997028,6.300031,6.241099,6.548341,6.746342,6.099781,7.24302,9.662433,6.97701,3.662158,7.62054,6.836835,7.336853,5.888451,6.862541,7.87265,7.702987,5.782604,6.639614,5.672648,8.222869,6.288508,7.038297,4.871811,7.084965,5.785933,4.29093,5.471021,6.259323,4.045974,4.541551,7.80223,3.503869,4.643126,8.228738,9.279444,1.921902,3.209066,3.388973,5.6956,3.890727,4.194859,3.991527,4.033442,4.682816,4.55922,4.26304,4.576314,4.692948,3.695422,7.060774,5.553103,3.105843,0.961263,3.481845,4.398856,4.648048,1.873573,1.568599,1.977156,1.842396,1.608296,2.126863,2.603404,2.568843,2.324641,2.547755,2.020823,3.71953,3.220065,2.41701,0.989106,Stable
124112,110.3285,20.04054,0,-1.560929,-1.193121,3.719379,-1.982681,-3.936601,-1.763891,0.970194,1.350341,-5.170191,-3.230541,-5.820301,4.007696,-2.148261,3.633905,1.202373,-1.466029,0.329307,-0.966253,-1.969561,0.882842,0.590741,0.300778,1.172053,-1.384987,2.630399,-0.367872,1.875783,0.059085,2.371752,-1.914811,-2.287081,-3.091491,5.882375,5.041414,2.13027,-4.831981,-1.769971,-2.572401,-4.198251,-0.053118,6.198049,-0.69105,4.526719,4.26153,2.971937,0.165749,2.166368,-0.549437,1.454584,1.952503,3.525634,2.423213,-4.613611,2.388288,2.575337,5.967527,1.643513,3.816496,-1.093566,4.149121,-4.363591,7.978999,1.467214,3.285583,-1.014668,-6.120761,0.66844,3.55545,-0.797196,1.50627,3.462753,3.61431,3.893362,4.197062,8.095387,2.018129,3.186794,3.853484,4.015137,5.284739,7.398024,6.096296,9.562686,13.259502,6.676543,6.450158,5.858153,10.516316,5.022379,5.670954,16.834582,5.966505,4.292226,4.841279,2.545619,6.469586,7.29167,3.663679,5.858998,7.987079,9.175041,7.029334,6.609251,8.5455,8.096479,9.09175,8.825564,8.448372,7.410938,7.630312,8.875248,8.748178,6.632434,10.317049,8.378991,8.968674,3.063498,7.262212,10.866599,9.871785,9.156306,8.749044,5.132423,8.132425,7.339891,9.984774,7.8406,6.300956,9.185719,9.57866,8.314129,8.615728,7.747586,8.422987,7.400401,8.523813,8.207559,10.798858,9.692651,8.876054,8.445692,8.419059,8.719252,9.365057,10.209917,6.450175,4.630059,6.932106,7.927309,8.300669,6.696834,7.393718,7.912435,7.9204,6.591538,7.965001,5.923404,8.904554,9.36938,8.972153,6.708286,8.218913,9.068248,6.940474,4.336907,7.815615,6.13817,6.60626,10.833039,6.505162,8.126269,10.424327,10.71647,5.929898,6.765856,6.407676,8.086888,7.129822,6.811874,6.780404,7.249052,7.949878,7.615095,7.188834,6.624408,6.659305,5.666626,8.254768,6.101757,5.399318,1.785675,5.101389,5.407398,6.682468,4.314833,4.038792,4.882546,3.960656,3.965518,3.59871,4.49356,4.247594,5.48189,5.060221,4.737307,5.413243,5.623964,5.507532,4.337171,Stable
124130,110.337,20.04229,0,-5.596869,-2.686743,-0.719841,-4.211262,-4.020995,-3.946216,-7.549859,-1.21366,-5.734549,-4.52502,-3.34146,-0.724246,-3.753683,-2.673274,0.289406,-1.163817,-1.295702,-2.290791,-2.731905,-0.49096,-1.963634,-2.274042,-0.238959,0.271745,-1.708868,-1.767954,0.572561,0.109322,-1.354968,-3.551955,-3.927812,-2.504351,1.359949,1.004972,-0.31189,-9.167469,-2.722002,-2.581448,-4.283673,-2.139496,3.647613,-2.111285,-0.203555,2.541275,-0.159025,-0.661022,-1.273708,-0.609946,-1.495124,0.179485,0.830672,0.535723,-8.385129,0.726974,14.698571,6.524874,0.675765,0.450468,-3.199869,4.909342,-3.232585,2.291827,1.736835,-0.787866,1.560846,-5.226414,-0.113473,-0.667727,-1.579962,-1.549151,-9.311669,0.805278,4.172458,1.889639,5.548559,3.132405,1.91993,2.237164,2.146186,0.80726,3.79306,4.15937,10.242106,9.347198,8.073326,4.89516,4.897126,5.174235,4.288683,4.904583,15.710711,-0.52426,5.056805,7.129336,2.869424,4.410934,5.987294,3.460072,4.038288,6.237197,3.460105,3.809091,3.484651,4.744143,4.531652,3.535451,3.605732,5.283662,4.731245,4.815874,4.900874,6.337531,4.692465,6.883148,4.936082,6.507936,1.071318,5.742045,6.379609,6.587566,5.596516,7.216281,2.652652,4.890547,3.562176,7.368793,5.978379,4.458669,4.585974,6.307495,5.972324,5.536401,4.950502,4.582987,4.813377,5.326054,5.57393,6.135024,5.248475,4.856652,6.33719,6.165641,5.911996,6.306992,6.99453,6.84718,4.147355,7.862656,5.681076,6.746342,5.384507,6.041395,6.576687,7.703455,6.829605,5.776626,5.329505,8.454999,7.383722,7.546508,5.460697,7.089963,6.244403,6.384071,7.491192,7.568378,5.446134,4.689773,8.221867,4.616711,6.968735,10.715022,9.963154,1.586032,2.917173,3.872801,4.614606,4.290459,3.739655,3.926954,3.073741,3.743983,3.423769,4.558004,5.097034,4.453524,3.699595,7.487671,9.089024,5.178699,-0.143604,3.41695,5.463621,4.965509,2.695869,2.026931,2.066983,2.844345,2.671192,3.506961,3.168572,3.239799,2.942697,2.932513,3.017047,3.45861,4.175065,3.610019,2.405477,Stable
124131,110.3329,20.04143,0,-4.194797,-1.566633,1.144721,-3.533808,-3.402819,-2.310835,-4.718847,-1.134295,-5.432237,-3.921287,-2.959184,1.489801,-2.738926,1.431738,-1.263967,-1.30309,0.036351,-2.539709,-2.187768,-0.383523,-1.242393,0.370769,0.656296,-0.733233,3.547498,0.129744,2.231909,0.477752,0.756637,-3.366508,-2.582235,-2.124411,5.887916,4.09629,2.510985,-7.962957,-1.709573,-0.605776,-3.147979,-0.467503,5.325105,-0.16117,2.958756,4.030051,3.334591,2.071603,1.499985,0.834823,1.123434,2.084768,1.979757,1.257658,-5.470177,3.404087,4.787998,8.22771,4.699947,3.909299,-1.051387,5.875573,-2.14718,8.11133,3.397222,1.247971,2.455113,-6.400507,0.182898,1.529034,-0.58861,-0.323613,-0.201343,2.580658,5.349322,3.774195,6.665669,3.929634,3.279536,4.09984,5.50839,3.97373,6.479874,6.53776,10.184672,14.188182,6.858271,6.741259,5.774195,7.516645,5.017574,4.928691,14.262859,2.340094,5.26585,6.049736,4.700818,4.521041,5.942033,4.273811,4.831383,7.224938,5.231066,5.087856,5.491122,6.846995,5.579333,6.253263,6.234584,6.894827,6.255807,6.600337,6.425535,7.468716,5.909352,9.025191,5.38245,7.966042,2.39912,7.099557,8.394421,8.402036,6.858808,8.078381,3.414354,5.830185,4.277615,8.494674,5.886095,5.049004,7.386351,7.540918,6.255244,6.70386,6.0383,5.537144,5.810187,6.982265,6.759305,7.861381,6.883509,6.26872,7.350583,7.439568,6.709511,7.983118,9.863958,6.834018,3.075287,7.760546,6.624375,7.692115,5.863938,7.028135,8.151165,8.002374,6.103024,6.538366,5.791359,8.788687,6.538524,7.419329,5.387214,7.569551,6.001779,4.423659,5.395567,6.887791,4.433385,5.055881,8.278758,4.264884,5.307608,8.52695,9.450787,3.243479,3.663895,3.736599,6.445282,4.333704,4.686294,4.244196,4.253042,4.931857,4.866841,4.873519,4.933802,5.224969,4.047231,7.552514,6.456889,2.64207,0.538289,3.476616,4.576937,4.472672,1.408688,1.52227,2.126294,2.12035,1.832552,2.333417,2.65774,2.533004,2.786314,2.483844,2.106466,3.35284,3.324419,2.62491,1.091891,Stable
124135,110.3287,20.04057,0,-2.263391,-1.834096,2.369258,-2.270549,-4.480504,-2.586183,0.564881,-0.082933,-4.086704,-2.980505,-5.800314,3.932379,-1.848231,3.594134,0.891283,-1.435536,-0.124208,-1.748208,-2.169581,0.018676,0.552782,-0.156175,0.54525,-2.008721,2.494163,-0.343055,1.609838,-0.347681,1.464021,-2.865844,-2.800949,-3.468475,5.631852,5.600011,1.949478,-5.678024,-1.476205,-2.512764,-4.413854,-0.016014,6.186286,-1.476121,3.631428,4.295855,2.878849,0.60454,1.83628,-0.36815,1.063487,2.164673,2.6693,1.792759,-4.871264,2.258618,2.128845,5.960838,2.334038,3.934628,-1.226918,4.183312,-4.159764,7.664563,1.678689,2.71543,-0.490982,-6.304994,-0.404344,2.70717,-1.086743,1.366721,3.093236,4.073614,4.789664,4.247405,8.462695,2.233475,3.420154,4.798596,4.486626,4.965843,7.267719,6.178393,9.114588,13.292627,6.834135,5.7536,5.541255,10.012703,5.831029,5.06579,17.177166,5.112978,4.412099,5.528134,3.752913,5.462887,5.80961,3.931322,6.368625,6.488164,5.161342,5.273226,4.19202,6.047646,6.026304,7.184623,6.674412,6.689168,5.766068,5.804291,6.947983,6.740006,4.80443,8.289582,6.361879,7.155022,1.931532,6.282608,9.196845,8.905018,7.616284,8.038611,4.315637,7.096693,5.324261,8.165763,6.409326,5.005532,7.536871,8.102503,7.059029,7.066629,6.158987,6.851749,5.869703,6.723387,6.066309,8.998077,7.462818,6.566429,6.54967,6.092225,7.533475,7.962517,10.595556,6.299261,4.148265,6.944405,7.569909,8.941779,6.722511,7.629863,8.901758,8.701425,6.60795,7.235763,5.213722,9.095441,8.633806,8.530716,6.273519,6.822577,7.674029,6.139181,4.834178,7.193239,5.87108,7.410007,11.592538,6.927131,7.806018,10.737619,11.524933,6.573086,5.544668,6.287175,7.440228,6.334353,6.256398,6.339634,6.657729,7.706963,7.288728,6.584248,6.918063,5.996201,6.175848,8.963927,7.689284,7.146535,2.453059,4.50376,5.998082,7.801167,4.932047,4.238781,5.78317,4.900623,4.457479,3.946296,4.753543,4.794858,5.680181,5.595311,4.874689,5.865355,5.88878,5.626918,4.210579,Stable
124156,110.3372,20.04232,0,-4.573466,-2.749185,0.015082,-3.083396,-2.519798,-3.212186,-6.715415,-0.463738,-4.021949,-3.74557,-1.940468,0.048783,-3.600014,-2.77357,0.452016,-0.314118,-0.191718,-1.358191,-1.893343,-0.601635,-2.44285,-1.365914,0.214885,0.575187,-1.064127,-1.364296,0.73561,1.220535,-0.758547,-2.664985,-3.264113,-2.242746,1.538341,1.76121,0.035157,-8.360463,-2.837392,-2.20006,-3.721768,-2.118878,3.319191,-1.918055,0.997737,3.44913,0.847336,0.011982,-0.675574,-0.959703,-0.689104,-0.1256,0.480486,0.492425,-8.593713,0.966147,14.636907,6.780662,1.038007,-0.088949,-3.024035,4.995161,-3.306898,2.827713,1.514722,-0.405015,1.142472,-5.542567,0.233655,-0.395619,-1.13668,-0.702723,-9.336673,0.458214,4.480459,1.594696,6.042499,3.146342,1.543408,2.537926,2.157036,1.177567,3.833961,4.395514,10.320934,9.016397,7.662455,4.635024,4.999958,4.552471,3.635987,4.628026,15.660687,-0.829572,4.36837,6.192401,1.554452,3.683814,4.98484,2.706083,4.028135,4.280413,0.951325,1.884753,1.841459,2.849206,3.327149,2.294645,2.569966,3.506457,3.008162,3.363509,3.664675,4.858953,3.305092,5.060696,4.085761,4.959848,-0.576201,4.490673,4.89766,4.431712,4.505465,5.980248,1.110299,3.644232,1.840666,5.768041,4.396272,3.572398,3.610748,4.849161,4.555661,4.148862,3.399224,3.400701,3.586025,4.224539,4.051406,4.695065,3.923923,3.358766,4.456897,4.218039,3.806926,4.251399,4.26426,4.875485,1.834273,5.430446,3.956426,4.634631,2.698915,4.113458,3.965043,4.998614,4.420388,4.122745,2.970809,5.644007,4.657102,5.396184,3.120709,5.267153,4.04573,3.274457,5.029292,5.490628,3.168139,3.047279,7.105207,4.218704,7.423868,10.947616,10.677542,3.167419,3.685609,5.09976,6.073612,5.150673,5.360022,4.796727,3.959231,4.97811,4.524682,5.781346,5.906084,5.571536,4.797327,8.456871,9.082111,5.52983,1.71064,4.533938,6.700887,6.281485,4.005864,3.712228,3.999568,4.657364,4.315887,4.852173,4.471728,4.62713,4.299633,4.548193,4.28322,4.835653,5.767365,5.092646,3.987299,Stable
124157,110.333,20.04146,0,-5.600329,-2.069844,0.470917,-4.054283,-3.879252,-1.946207,-4.698699,-1.014302,-5.381849,-4.230117,-2.515771,2.160088,-3.352598,0.991663,-1.525103,-1.232547,-0.829037,-1.718862,-2.186643,-0.302798,-0.786064,1.049329,0.920798,-0.32591,3.140104,-0.252751,2.283888,0.202754,1.020552,-2.946462,-1.66548,-1.986752,6.093345,4.503276,2.651908,-8.111199,-2.142068,-0.631325,-3.420427,-0.346668,5.495957,-0.550356,2.73286,4.524805,3.011774,1.683888,1.362417,0.284782,1.137325,1.835844,2.029023,1.151759,-6.162239,3.511092,4.308945,8.423211,2.924081,2.86158,-1.847713,5.998919,-2.475323,8.526599,3.615848,1.263948,1.546257,-5.995499,0.959625,2.167737,-0.583967,-0.566268,-1.434596,2.298382,5.009094,3.255445,5.743745,3.038885,2.834241,3.907371,4.821748,2.874645,5.941074,5.794199,9.965099,13.561637,6.732284,5.93081,5.012625,6.86504,4.81334,4.514253,13.169337,1.471717,5.016614,5.503699,3.500677,3.591482,5.105705,3.379632,4.234757,6.842619,4.407127,4.406974,4.971189,6.020934,4.863518,5.750082,5.317542,6.00904,5.472565,5.787304,5.657612,6.919605,5.210187,8.583094,5.09813,7.73067,2.367474,6.848269,8.491562,8.285677,6.776365,7.709058,3.34972,5.892327,4.193313,8.176383,5.728319,4.786652,7.011138,7.637885,6.44754,6.514404,5.64147,5.412871,5.597433,6.930335,6.634736,7.811637,6.810713,6.386604,7.280746,6.786322,6.1636,7.451198,9.637386,6.630788,3.477903,7.730994,6.82263,7.42047,5.553339,7.057513,8.017656,7.802127,6.076003,6.427105,5.502828,8.554119,6.423603,7.185036,5.17126,7.297067,6.08579,4.822156,5.183953,6.681568,4.373546,5.489566,8.367592,3.875221,4.836482,8.640351,9.428215,1.942064,3.239384,3.513286,5.819395,3.731058,4.263579,4.300492,3.983304,4.582497,4.390965,4.422046,4.559009,4.440475,3.725855,7.359924,6.608764,3.555664,0.714894,3.079299,4.264834,4.218766,1.526825,1.487281,1.973386,1.863939,1.73406,2.402268,2.680867,2.451713,2.845243,2.752243,2.334426,3.578838,3.451402,2.966041,1.67915,Stable
124180,110.3332,20.04149,0,-5.486528,-2.529641,0.888717,-3.531895,-3.658242,-1.384775,-4.550074,-0.768625,-5.651328,-4.343163,-3.062847,1.658126,-3.023205,0.809761,-2.055296,-1.898888,-1.159121,-2.333704,-2.912367,-0.326621,-1.705141,-0.321392,-0.130003,-1.664972,1.97437,-1.102101,1.10078,-0.46316,-0.088923,-3.976523,-3.180987,-2.778612,5.047115,3.40756,2.263923,-9.750547,-2.985131,-1.413244,-4.940279,-2.000165,4.128633,-1.764612,1.945192,3.560254,1.78087,0.084776,-0.195772,-1.063473,-0.172879,0.443515,0.35181,-0.370829,-7.780247,2.039032,3.902804,6.762311,2.246359,0.978647,-3.563441,5.322914,-2.830885,7.096517,2.256338,1.03176,1.861543,-7.710177,-0.129345,0.577393,-2.118828,-2.002918,-3.087423,1.168487,3.375241,1.27758,3.970678,1.245559,1.227243,2.11046,3.010762,1.181091,4.251672,4.021963,7.888103,11.339746,5.28235,4.387938,4.252749,5.881946,3.577013,3.490284,12.739762,0.787904,4.283356,4.584581,2.960324,2.60364,3.579032,2.458488,3.316556,5.498173,2.597499,2.782152,3.709914,4.975064,3.486216,3.88498,3.80007,4.720729,4.284463,4.446481,4.451192,5.743643,4.185398,7.060696,3.431818,5.902961,0.702963,5.208023,6.592123,6.262993,4.701943,5.836421,1.445193,4.061207,2.062777,6.293662,3.737332,2.9075,5.029756,5.580336,4.367965,4.591002,3.556385,3.132793,3.566667,4.636649,4.460087,5.541919,4.722077,4.48735,5.397188,4.574811,3.729306,5.900921,7.836185,4.386227,1.274306,5.690478,4.576801,5.357699,3.465352,4.946401,5.233451,5.393722,4.335437,4.052201,2.796446,6.097489,4.022065,5.006662,2.818127,4.865612,3.800943,3.21672,3.699561,4.445084,2.09262,3.354291,6.713354,2.803788,3.927224,7.314686,8.137635,0.863838,2.039244,2.609197,4.59289,2.843967,3.217946,2.961404,2.772764,3.422276,3.13006,3.304626,3.555568,3.529827,2.395685,6.530993,5.789827,2.801472,0.016138,2.577119,3.864541,3.967222,0.870994,0.984195,1.521848,1.565905,1.285743,2.077341,2.31681,2.142614,2.092889,2.476449,2.057564,3.227085,2.845314,2.4358,0.8762,Stable
124181,110.3374,20.04235,0,-4.561628,-2.588219,0.296375,-4.388077,-4.283375,-4.055979,-7.724148,-1.982334,-5.677687,-4.44803,-3.553057,-1.047556,-4.198441,-3.25316,-0.639626,-1.036069,-0.258543,-1.458377,-2.106659,-0.561444,-1.338961,-0.687428,0.604094,1.559631,-0.778714,-0.817012,1.531969,2.194416,-0.120161,-1.562584,-2.667847,-1.528596,2.12037,2.226953,-0.196691,-7.497768,-2.336977,-1.713881,-3.32579,-1.443817,4.793091,-1.210318,1.654846,4.133252,1.571201,0.994398,0.274661,-0.139541,0.280323,1.157988,1.391197,1.517184,-8.244538,1.686741,14.530942,6.875195,1.067705,0.375933,-2.919935,5.180224,-3.469142,1.855964,1.601278,-1.076128,1.651382,-5.400929,0.444742,-0.328186,-0.446927,-0.430702,-8.313058,0.648346,4.571096,2.192495,6.013883,3.489335,2.577531,3.177901,2.9342,2.525857,5.393184,5.658665,11.244495,10.258117,9.005855,6.162042,6.599907,5.747605,4.365126,5.518383,16.696012,-0.450634,5.428772,6.706358,2.980581,4.637944,5.507702,3.993657,5.088561,5.284033,1.847433,2.502149,2.721197,3.807061,3.770707,2.379177,2.913077,3.635158,3.375896,3.091495,3.217177,4.419145,2.731939,5.280044,3.917674,4.820957,-0.564898,4.297067,4.874569,3.880626,4.174509,5.680601,0.622972,3.112974,2.114328,4.96249,4.066548,3.198116,3.056446,4.528579,4.291373,4.104783,3.3008,3.107786,3.783833,4.480724,4.423377,5.315352,4.143875,3.558466,5.003478,4.894376,3.856559,3.890582,4.627801,4.805404,1.699444,5.542296,3.931121,4.577997,2.738161,3.965047,4.339356,4.886552,4.003967,3.609083,2.945814,5.501922,4.450642,5.111749,3.262829,4.92625,3.555483,3.187544,4.520833,5.073827,3.059623,2.524683,5.732302,2.49994,5.162495,8.716111,8.209698,-0.13522,0.950485,1.984427,3.778847,2.969019,2.563609,2.164843,1.535804,2.248822,1.850357,3.016369,3.109474,3.056694,2.849173,6.100122,6.411934,2.860555,-1.970307,1.077958,3.40378,3.375665,0.386253,0.638735,0.993732,1.549327,1.416107,2.023243,1.77061,2.135166,1.575717,2.04,1.460213,2.343337,3.213748,2.525662,1.306253,Piecewise
