FID,xpos,ypos,D20170322,D20170403,D20170415,D20170509,D20170521,D20170602,D20170614,D20170626,D20170708,D20170720,D20170801,D20170825,D20170906,D20170930,D20171012,D20171105,D20171117,D20171129,D20171211,D20171223,D20180104,D20180116,D20180128,D20180209,D20180221,D20180305,D20180317,D20180329,D20180410,D20180422,D20180504,D20180528,D20180609,D20180621,D20180715,D20180727,D20180808,D20180820,D20180901,D20180913,D20180925,D20181007,D20181019,D20181031,D20181112,D20181124,D20181206,D20181218,D20181230,D20190111,D20190123,D20190204,D20190216,D20190228,D20190312,D20190324,D20190417,D20190429,D20190511,D20190523,D20190604,D20190616,D20190628,D20190710,D20190722,D20190803,D20190815,D20190827,D20190908,D20190920,D20191002,D20191014,D20191026,D20191107,D20191119,D20191201,D20191213,D20191225,D20200106,D20200118,D20200130,D20200211,D20200223,D20200306,D20200318,D20200330,D20200411,D20200423,D20200505,D20200517,D20200529,D20200704,D20200716,D20200728,D20200821,D20200902,D20200926,D20201008,D20201020,D20201101,D20201113,D20201125,D20201207,D20201219,D20201231,D20210124,D20210205,D20210217,D20210301,D20210313,D20210325,D20210406,D20210418,D20210430,D20210512,D20210524,D20210605,D20210617,D20210711,D20210723,D20210804,D20210828,D20210909,D20210921,D20211003,D20211015,D20211027,D20211108,D20211120,D20211202,D20211214,D20211226,D20220107,D20220119,D20220131,D20220212,D20220224,D20220308,D20220320,D20220401,D20220413,D20220507,D20220519,D20220531,D20220624,D20220811,D20220823,D20220916,D20220928,D20221010,D20221022,D20221103,D20221115,D20221127,D20221209,D20221221,D20230102,D20230114,D20230126,D20230207,D20230219,D20230303,D20230315,D20230327,D20230408,D20230502,D20230514,D20230526,D20230607,D20230818,D20230830,D20230923,D20231005,D20231017,D20231110,D20231122,D20231204,D20231216,D20231228,D20240109,D20240121,D20240202,D20240214,D20240226,D20240309,D20240321,D20240402,D20240426,D20240812,D20240905,D20240917,D20240929,D20241011,D20241023,D20241104,D20241116,D20241128,D20241210,D20241222,D20250103,D20250115,D20250127,D20250208,D20250220,D20250304,D20250316,D20250328,D20250409,D20250421,D20250503,Pattern
110007,110.3373,20.04543,0,-5.375118,-4.463734,-1.481839,-5.323068,-8.674288,-5.832768,-9.055558,-1.779073,-4.74404,-5.202138,-3.35062,-1.251927,-5.643418,-1.980267,0.659593,-3.429361,0.187235,-4.774457,-4.969688,-3.608116,-3.826383,-3.439241,-4.216946,-2.017872,-2.905959,-5.084318,-3.164976,-1.526667,-5.368718,-4.430113,-3.802081,-2.524216,2.047668,0.922039,-3.19211,-9.139498,-2.918046,-4.46355,-5.236728,-3.109034,1.795055,-1.853571,-1.393906,1.740423,1.60633,0.967566,-0.04517,1.0285,0.890776,0.973796,1.061188,2.780258,-8.023728,-0.286542,11.553037,5.134746,2.933923,1.325625,-2.008642,4.908955,-3.52456,5.202157,0.559287,-0.767451,-1.068366,-3.525262,1.898674,-1.046962,-2.272778,0.635352,-9.214298,0.432719,2.824681,1.631608,5.295031,3.910292,1.852531,3.636503,2.633104,0.904372,4.530732,5.798995,11.325559,8.753901,6.476181,5.013519,4.378523,4.398636,1.990168,6.331255,11.355996,-1.04127,4.491151,7.231668,3.904881,2.313751,1.033807,1.511906,2.871348,7.90321,5.475037,4.053496,4.867287,6.259144,5.178229,4.803786,5.097485,5.849056,5.410436,5.438335,5.080402,6.365297,5.651621,7.584594,6.524794,4.451511,1.446036,6.396782,8.858419,6.830739,5.761861,8.750462,2.681919,4.34616,3.562873,6.886576,6.617826,6.231852,7.095336,7.503047,6.617053,5.979492,5.528588,5.280139,5.505578,6.809542,7.672664,6.148562,4.744192,5.637041,8.987524,7.699811,7.193959,7.996801,8.079331,7.600042,4.12926,8.624792,7.875053,8.341967,6.455069,9.3032,9.254024,9.160081,8.787907,6.919139,6.828448,9.161735,8.030586,9.094402,7.003808,8.882766,7.356711,7.177216,8.181891,8.128339,6.826245,5.188649,7.969536,4.861648,7.496454,11.744978,12.696629,3.802579,4.866525,5.895293,6.940535,6.20809,5.440242,5.252784,4.374495,5.791559,5.140081,5.858575,5.56659,6.330788,6.235887,9.317028,9.419267,6.014298,0.028247,3.44273,6.243345,5.685201,4.215082,3.813348,3.531,3.910709,3.497131,4.819901,4.58618,5.186387,3.602245,4.16438,3.35525,5.466777,6.414611,4.734017,2.922294,Piecewise
110015,110.329,20.0437,0,-2.11786,-0.94662,1.507298,-3.83986,-5.06829,-3.07592,0.18966,2.677828,-1.95156,-2.90724,-3.71689,5.295618,-2.15145,5.221901,3.803166,1.693699,2.043756,-0.34888,-0.28016,3.260702,3.133687,4.012122,2.333794,1.608056,7.478657,2.685697,3.381525,4.137756,6.225974,-0.10725,0.08285,2.588732,8.7801,7.542609,3.180735,0.856976,2.645916,0.46836,0.669901,4.71384,9.315772,4.701275,7.568837,9.936931,8.676735,5.939968,8.693126,4.696628,6.634124,7.429284,8.651704,8.070138,-1.93415,4.589581,4.978552,8.711552,8.084412,6.693931,1.806311,3.621197,-1.43834,10.653246,5.56526,2.439436,0.53138,-3.05181,2.908385,6.909675,1.323073,5.565642,2.34467,10.043508,12.092728,10.185761,12.392793,6.995685,7.070859,10.561047,11.317833,11.05322,14.385435,14.160624,13.690557,18.375021,8.613659,9.643491,7.803988,10.943699,6.282676,6.864464,14.096862,7.310887,7.063042,6.598775,8.438209,7.607783,6.113844,6.800475,10.893839,10.818227,8.771884,9.59633,9.102631,9.97168,10.296585,11.000279,11.5623,10.852453,9.027992,9.465164,10.947315,10.755582,8.69186,11.96854,11.109403,8.752864,2.600693,8.260808,9.772975,9.708645,10.005039,10.267722,6.614989,6.924901,6.745242,9.713903,9.125372,8.32052,10.682289,10.718611,9.631426,9.735542,9.189513,11.124264,8.71415,9.394172,9.403078,13.754644,10.159283,9.977598,12.698493,12.074752,9.577619,13.571217,14.254445,12.498448,10.40202,9.082554,12.517429,9.50069,8.406347,10.416073,13.738714,11.623382,10.034514,10.318651,8.373139,12.119987,10.758892,10.434504,8.584795,10.561826,11.326224,11.305828,8.578294,8.868288,8.414161,8.351022,9.96299,8.09172,8.430736,11.949767,13.528584,4.868311,6.961639,9.273463,9.238583,10.320122,8.434999,8.862509,9.20468,9.536064,9.54521,9.416784,8.183997,8.961345,9.445687,11.746151,12.835117,11.900519,7.488509,10.423757,10.27272,9.021316,4.407527,6.006187,5.705159,5.830023,6.174524,5.881843,6.510129,7.380872,5.880874,6.214287,6.643518,7.71831,7.567433,7.954636,6.653527,Piecewise
110021,110.3332,20.04457,0,-4.288986,-2.196256,-0.10324,-2.952956,-5.084056,-1.435389,-5.137436,-0.25209,-3.630866,-3.946566,-1.883456,1.754692,-3.240616,1.518779,1.407243,0.7747,1.793032,-0.726399,-0.396301,3.180412,0.989433,1.350592,0.76304,-0.185896,2.099774,0.566876,1.600176,0.978384,0.816907,-1.569286,-2.029076,1.053696,7.321287,5.835062,3.122852,-3.983946,-0.12717,1.505504,-1.732926,0.640861,5.832057,-0.270715,2.408979,5.693612,4.054902,1.617965,3.648538,2.442018,2.404629,3.358364,5.012965,3.10114,-6.080126,3.720468,5.646545,8.946347,4.098519,4.636088,-1.626846,4.81261,-1.734806,10.20067,2.843603,2.132165,2.08931,-0.583749,1.405345,2.86008,-0.075215,2.21013,0.404883,4.760151,6.132501,4.888039,6.041199,4.047843,3.880253,5.646064,3.766949,4.342329,6.798861,8.330791,11.334941,11.593641,6.172002,6.170095,5.609218,7.613066,4.420547,7.275697,13.113286,1.647978,4.961713,6.605686,4.84467,3.96966,3.054548,4.930293,5.394586,11.113872,8.856117,7.509062,7.956974,9.787327,8.612767,8.699514,9.174111,9.535164,9.052772,9.681064,9.994495,10.848131,8.798422,12.173942,10.014711,9.805175,4.851436,9.117184,11.931734,11.888576,10.223738,10.580128,7.421356,9.099294,7.284275,11.829166,10.72494,9.444598,10.949879,11.218533,10.447591,10.383386,10.293331,10.55574,10.000634,10.502529,11.019041,11.119242,10.131806,9.768148,11.667164,10.653322,10.286805,12.001955,12.956047,11.270237,8.312757,11.842464,10.757199,9.294099,9.060445,10.222854,11.101005,10.024467,9.198443,10.515419,8.332195,11.39249,10.360106,11.193079,8.869396,10.508049,10.209756,8.868624,8.107397,9.866414,8.175478,7.702179,11.508004,7.634579,9.43903,13.033566,14.001261,4.22359,6.201962,6.770164,8.906317,6.643375,6.743396,6.842122,5.569786,6.371343,7.265981,6.884815,6.934139,7.129353,7.359735,11.703382,10.256389,6.6704,1.847381,3.288612,5.421623,7.023398,4.476336,3.097326,2.697623,2.943291,3.333169,4.484349,4.969394,4.729706,3.380035,4.486417,4.127686,5.959018,5.207166,4.71044,2.971761,Piecewise
110032,110.3375,20.04545,0,-4.720715,-3.351461,0.761883,-3.706598,-8.748395,-2.082867,-7.284415,-1.809925,-4.755575,-4.757715,-4.407135,-1.441454,-5.024215,-1.872378,0.916376,-1.706829,0.838984,-2.923883,-2.971508,-1.573704,-2.63396,-2.70103,-3.039872,-1.10672,-1.72789,-4.093986,-2.284644,-0.799151,-5.667455,-4.989335,-4.006162,-3.659598,-1.002897,-0.455549,-2.568939,-9.581025,-3.584693,-4.332715,-6.913485,-3.811249,0.576406,-1.985143,-3.134463,0.903782,0.02223,0.030703,-2.776473,-2.168506,-1.277501,-0.315453,-0.284152,1.506408,-10.061775,-1.713381,10.954762,5.829195,3.301165,-0.602078,-1.918324,4.049131,-3.834402,5.845502,0.752032,-1.672714,-0.654558,-2.626713,0.331196,-1.420333,-2.318071,-0.288725,-8.967015,1.103205,2.913312,0.439168,5.889996,5.045577,1.421753,3.510232,2.416484,0.60313,4.337905,5.009832,11.709953,8.480829,6.584618,5.925157,6.411326,5.405201,3.50698,6.074849,13.373146,-0.658146,4.134924,7.831703,3.93415,3.666509,1.124127,2.8079,3.974792,8.390446,6.492207,5.341842,5.393822,6.539302,6.094493,4.979457,5.705467,6.82921,5.81131,6.276523,5.773372,6.790806,5.669187,7.740163,6.468736,5.818731,1.852294,6.502086,7.149333,5.381467,5.190109,7.710328,3.407526,5.173395,2.026257,6.053575,7.075624,6.292423,6.999938,7.953764,6.968402,6.45305,5.656276,6.202031,6.43289,7.132458,8.591909,8.245581,6.465744,6.298581,11.46535,9.08395,7.994839,8.72743,8.1009,8.725932,4.759732,8.727367,8.161865,7.484217,6.492288,9.220939,8.89805,8.528483,8.522107,7.102303,7.558351,9.655954,8.267652,9.052954,7.201731,8.688328,7.498458,7.717604,7.880859,8.541676,8.083067,6.569212,9.958274,6.045672,8.466275,12.520127,14.091235,4.392169,5.011732,6.386987,6.870211,7.35771,6.163843,6.134639,4.525124,7.082521,6.290194,6.681018,5.904448,7.855574,7.513024,10.137763,9.399915,6.405164,0.859854,3.925495,6.719426,6.028034,4.358762,4.569207,4.105852,3.69038,4.138895,5.242838,4.901122,5.445092,4.154674,5.000969,4.500966,5.926135,6.743078,5.307193,3.374042,Piecewise
110039,110.3292,20.04373,0,-3.093962,-2.142536,3.575884,-2.597852,-4.281536,-2.226532,0.476265,2.872315,-2.333192,-2.335237,-1.99233,5.747396,-2.548217,3.93599,1.227656,-1.859954,-0.762061,-3.012791,-2.662516,1.164767,0.015965,0.45721,-1.265721,-3.228881,3.839218,-2.960211,-0.573611,0.49428,2.571176,-5.022596,-2.386284,-1.90157,4.54021,3.25095,-2.01109,-6.679431,-6.672402,-6.6851,-8.867394,-3.576748,0.603733,-4.378858,-0.708098,0.231606,-0.237081,-2.717186,-0.319185,-3.207147,-2.247095,-0.62194,0.697701,1.692928,-8.670214,-2.825473,-2.896705,1.691766,-1.599668,-2.035151,-6.610778,-2.512837,-10.395584,1.465113,-3.079643,-6.739346,-9.756234,-11.340794,-7.840784,-4.364059,-10.187574,-6.009933,-8.915134,-3.556548,-0.03099,-2.546618,-0.009926,-3.189225,-2.830398,0.068449,-1.043224,-0.254713,2.246147,2.032403,1.553444,8.361932,-0.913656,1.052871,-0.387531,3.763781,-1.056368,0.039292,7.527634,-0.452679,-2.065539,-2.751064,-0.981861,0.359471,-1.160192,-0.810936,3.267673,3.683098,0.499094,1.111981,1.25382,1.638533,2.683892,4.624872,3.717881,3.360886,2.625484,2.465573,3.986609,3.766413,0.997505,4.410584,1.816889,3.932347,-1.52325,2.247129,5.532236,6.403014,5.17802,4.007907,0.77148,3.082467,1.311025,4.326206,4.280214,4.034755,6.97075,6.18307,4.57451,5.027004,4.414224,5.87824,3.030963,3.085412,2.701608,6.30264,5.528808,4.016728,4.982682,2.434413,0.07912,2.487634,4.684831,-0.298843,-5.807478,-3.706279,-1.01904,-3.565597,-4.406217,-4.879613,-0.592025,-2.828243,-5.236303,-5.65188,-7.362203,-3.987894,-4.904411,-5.224054,-7.446376,-5.878157,-5.183631,-5.341339,-7.849674,-7.457408,-8.481154,-6.794477,-4.329955,-8.424634,-7.079797,-2.864811,-1.047329,-9.984294,-9.444944,-8.578404,-6.422847,-6.749192,-8.090064,-8.535544,-9.012744,-6.993946,-7.497941,-8.060194,-8.019754,-7.860414,-8.415484,-5.891149,-4.104433,-7.141621,-9.526984,-6.661564,-6.783869,-5.042127,-8.856504,-6.375439,-6.762559,-8.007954,-7.216016,-6.650996,-7.077863,-6.313979,-6.761488,-6.837037,-7.674315,-6.631681,-6.583951,-6.302995,-7.368455,Piecewise
110044,110.3334,20.0446,0,-3.969189,-2.136219,-0.357944,-3.280649,-4.417859,-0.872551,-4.692039,0.716947,-3.879089,-3.540729,-1.586459,1.962911,-4.152529,0.82342,0.945966,-0.719997,0.20677,-1.645829,-0.884071,-0.051892,-0.236671,-0.403668,0.147776,-0.957286,0.737623,-0.366793,0.738023,0.207634,-0.405279,-2.470009,-3.268669,-0.614205,5.835437,3.839278,1.120405,-5.640659,-1.218158,-0.398021,-1.984939,-0.639958,5.291353,-0.588934,2.200659,4.950934,3.705904,1.567317,3.400439,2.607794,2.401822,3.384108,4.639411,3.041414,-6.072829,3.887518,6.597323,9.219393,3.885054,4.857635,-1.313449,5.855052,-1.113325,10.549192,3.960951,2.519831,2.48123,-1.119475,1.775961,3.032649,0.054468,2.129563,1.42163,5.85499,6.272233,4.959547,6.593968,5.148459,5.233157,7.120431,5.0076,5.911309,8.377215,9.650591,12.725555,12.835336,7.878215,7.768748,6.818241,9.335395,6.089279,9.281146,14.404241,2.73977,6.803261,8.068422,6.121211,5.428075,4.511549,6.433394,7.238016,12.054637,8.391114,8.168399,8.263825,9.324154,8.6971,9.383834,9.505548,10.024424,9.544816,10.025037,10.253562,11.015519,8.789274,12.07542,10.181201,9.999731,4.954779,8.847326,11.780989,11.953022,10.122662,10.582446,7.701881,9.205524,7.430987,11.972187,11.016955,9.287096,10.805306,11.526883,10.401427,10.31187,10.332632,10.572967,10.43942,10.999972,11.280703,11.742282,10.795424,9.679654,11.584497,10.771119,9.92533,11.945687,13.232349,10.300138,7.311762,10.656642,10.134733,8.69409,7.828956,9.304276,9.878822,8.920489,8.097664,9.581534,7.383465,10.614843,9.300558,10.612449,8.120365,9.106268,9.281658,8.767531,6.917762,8.616687,7.142831,6.894857,11.137344,5.95998,8.47435,12.430316,13.26396,4.362309,5.809407,6.761823,8.572986,6.482252,5.979863,6.147539,5.082031,6.30247,6.053562,6.121348,6.297935,6.634499,6.648173,10.954205,9.374181,6.691896,2.376998,4.379369,6.5316,7.583859,5.308856,3.850091,3.225601,3.852154,3.917166,4.923346,5.512681,5.734841,4.071387,5.285985,4.821269,6.567361,5.718704,5.84842,3.787064,Piecewise
110061,110.3293,20.04376,0,-4.242229,-3.022879,0.193993,-4.486089,-7.001309,-3.707319,-1.725083,0.28886,-4.397699,-4.000769,-5.272599,2.715891,-3.679319,3.527113,1.732374,-1.131604,1.382681,-1.674349,-1.886973,1.757846,0.474022,2.030513,1.142767,-0.551145,5.636812,1.3299,2.534596,0.9167,3.04215,-3.589529,-1.872936,-0.77147,5.109667,5.459037,0.590239,-3.013099,-3.070189,-2.790969,-4.845749,-0.890536,3.541651,-0.429977,4.547739,4.184234,2.877633,1.088095,2.804517,-0.820156,-0.699008,1.494621,0.577395,1.415125,-7.471509,-0.302134,1.724016,5.287529,3.796195,2.72327,-1.158578,3.296646,-5.315949,6.164854,-1.397142,-0.462495,-0.793318,-6.512079,-3.126629,0.590352,-5.082979,-2.635109,-0.026025,1.961124,4.124692,2.270703,5.586545,2.764899,4.80668,6.312247,7.97935,7.071629,9.58858,9.672807,9.982134,15.317094,5.565963,7.619858,4.791048,9.552515,4.621376,5.873186,18.499571,5.517284,4.583954,5.936732,7.681728,6.528184,5.384737,5.770462,10.044802,8.360508,5.339881,7.009527,6.550389,8.902107,8.982067,9.154662,8.669143,9.279791,6.982095,7.244337,6.845689,8.080433,7.590247,9.1826,6.186566,6.822241,0.299532,5.499449,6.478671,8.985167,6.563813,7.270315,4.454416,6.945125,5.354684,8.617647,5.852997,6.82114,9.13955,8.243744,7.132385,8.367224,7.727084,9.250565,6.624859,5.715357,5.580375,8.734746,9.245502,6.392809,9.266973,10.259094,6.611083,8.272701,11.160885,5.249506,3.2527,5.761646,6.824092,5.761276,3.275906,7.77879,9.639476,8.186864,7.29845,8.016453,6.681367,11.745473,9.381456,9.228707,5.768197,8.07693,9.702617,9.429939,6.466642,8.890246,8.365576,7.998075,12.2712,7.308716,8.093016,12.747623,15.103548,8.458306,8.794073,10.319658,13.707011,9.616539,9.206197,8.424506,8.305675,10.058474,9.518912,9.448619,8.838779,10.672559,9.115928,10.297874,10.279562,6.412804,4.231132,8.023942,7.854524,10.336604,6.654613,6.754969,7.278444,7.401694,7.233588,6.977587,7.571683,8.725253,7.203122,7.262565,6.945681,8.277534,6.694609,7.48533,7.016601,Piecewise
110064,110.3335,20.04463,0,-4.55338,-2.531684,-0.968013,-3.82656,-4.98431,-1.280751,-4.28436,0.868689,-4.33955,-4.32139,-1.954661,1.501087,-4.14116,0.805928,0.766692,-0.833531,0.268547,-1.925003,-1.622866,0.150195,-0.086658,-0.312143,-0.139268,-1.35089,0.250186,-0.912268,0.645397,0.099504,-0.944612,-2.456982,-3.21391,-0.651799,5.21216,3.710563,0.269571,-6.55757,-1.979584,-0.410639,-2.702615,-0.694678,4.328345,-1.293111,1.930966,4.282489,2.909924,0.432167,2.32232,1.16322,1.745707,2.597517,2.908949,1.752741,-6.6419,2.788651,5.394194,8.291506,2.76904,3.506746,-2.60647,4.518804,-2.373462,9.531006,3.013996,1.616589,0.843169,-1.819221,0.539189,2.251611,-0.597507,1.151572,0.055231,4.043051,5.44312,4.400565,5.948394,4.342054,4.270847,5.738973,3.673702,4.467627,7.101788,8.322236,12.123559,11.859984,6.486749,6.473267,6.093354,8.010222,4.744722,8.002121,13.017726,1.66988,5.806898,7.048117,5.04507,4.806647,3.887905,5.489,6.293842,9.335561,6.450411,5.940301,6.411402,7.912859,6.919109,7.509547,7.673537,8.363077,7.50964,7.954859,8.080164,9.003292,6.803774,10.042186,7.824949,8.063535,2.714265,7.075571,9.70431,10.229803,8.589984,9.107352,6.016444,7.536216,5.322527,10.69197,9.555869,7.385331,9.24722,9.485014,8.389891,8.358873,8.825398,8.658954,8.485029,9.989962,10.203559,9.955639,9.06781,8.518258,10.635114,9.911784,9.359368,10.842703,11.989098,9.767287,6.541632,10.20354,9.948022,8.683334,7.810927,9.089733,10.131742,9.388265,8.424292,9.408481,7.472428,10.597896,9.437339,10.253348,8.245515,9.58211,8.861355,7.864477,7.52762,8.870098,7.138638,6.741066,10.353553,6.473004,8.843824,12.435038,13.405986,4.2877,5.782621,6.697849,8.404788,6.447237,6.503831,6.161468,5.028571,6.335767,6.728002,6.703404,6.632463,6.760181,7.127882,11.288598,9.520272,6.375665,1.007476,2.821231,6.04504,6.98318,3.841476,2.036765,1.590994,2.758241,2.771919,3.577094,3.979936,3.947115,2.709021,3.536288,3.2051,5.073671,4.741836,4.145487,2.319929,Piecewise
110082,110.3295,20.04379,0,-4.95592,-4.33436,-2.24971,-5.27659,-6.50032,-4.86507,-3.10601,-1.32049,-5.59529,-5.99912,-6.02879,1.78503,-4.32748,2.197855,1.0184,-2.33412,-1.9011,-2.75356,-3.66128,-1.96078,-0.55585,-0.87438,0.55718,-0.93801,4.617583,-0.95126,0.60398,0.4093,3.179861,-1.17866,-0.17415,2.151207,7.499192,6.788942,4.135046,-1.32867,-2.74253,-0.09831,-1.73864,3.381628,8.188556,2.851067,7.707674,9.082393,6.064232,3.212139,6.263965,3.687736,4.746934,6.33532,6.589168,7.272611,-2.62387,6.169667,5.669933,7.961138,8.471458,4.494882,-0.59327,2.732664,-4.1152,9.466999,4.150689,3.219195,3.705908,0.5666,6.027426,8.579929,1.21168,5.22265,2.973057,6.026349,10.239661,7.667301,9.662073,6.280993,7.417547,8.565253,9.591123,9.634716,11.582513,12.254803,10.980739,17.573314,10.613089,9.909072,11.311672,13.783551,9.42045,11.416669,19.574209,7.83525,7.503701,12.382495,11.577303,11.39947,13.686782,12.250588,11.889432,13.002223,10.255752,9.758485,7.304581,12.516461,11.915291,15.057921,13.223733,12.014015,11.978775,11.113411,12.908858,15.025745,10.778489,14.231948,12.946492,12.484959,8.399229,13.197208,14.740511,15.586832,15.992297,15.514656,11.211312,14.285113,12.763658,16.593427,15.296915,14.157577,15.446977,15.593264,14.819716,16.254568,16.252323,15.255172,14.807821,15.559228,15.492546,17.392584,14.551465,14.58255,18.812923,13.692142,11.257085,14.868603,19.210698,16.23686,14.643796,16.492412,17.718983,16.52191,15.130268,17.614867,17.328852,16.654656,16.582317,14.023285,11.802348,17.234782,15.306685,14.78357,12.895107,13.338533,13.050786,10.12042,10.18121,11.164228,11.753601,10.232232,14.072381,10.224398,10.496001,15.428191,17.597351,9.95099,10.522311,10.185781,15.36424,13.33272,12.479902,11.390842,12.47542,13.379034,13.11851,13.286001,12.249022,12.425709,12.41237,16.975388,18.133997,14.435661,9.48449,12.236332,14.775998,15.543534,12.383235,11.677223,11.901761,12.396718,11.874611,12.710935,13.012957,13.667447,13.354772,13.100739,11.962182,13.491921,12.875034,12.869789,12.430199,Piecewise
110084,110.3337,20.04465,0,-3.694627,-1.800543,0.133171,-3.423052,-4.221651,-0.550271,-4.187629,0.246718,-3.749964,-3.810016,-1.598518,1.495638,-3.759265,0.25863,0.215625,-0.759705,0.032669,-2.482543,-2.108611,-0.380781,-0.430564,-0.76902,-0.269092,-1.356466,0.30146,-0.858766,-0.093807,-0.89056,-1.50877,-3.689146,-3.696304,-0.992887,4.404851,2.413455,-0.268458,-6.734992,-2.273128,-1.359103,-3.61501,-0.45115,3.416705,-1.97875,0.614318,3.444984,1.079136,-0.695738,1.109101,0.509561,0.173172,1.434356,1.17978,0.311607,-8.028712,1.403487,5.130021,7.353108,1.595119,2.385524,-3.81049,3.299211,-3.869475,8.700862,1.896818,0.559751,0.210964,-3.502118,-1.34832,0.213517,-2.871125,-1.178436,-2.290594,2.276163,3.07735,1.670942,3.851104,2.543366,1.919575,4.099781,1.660302,2.52733,5.199872,6.139067,10.332579,9.759144,4.90406,4.789375,4.347093,6.088656,2.966476,5.538245,11.112497,0.036186,3.602453,5.094038,3.158718,2.546619,1.471109,2.857109,4.572672,7.974816,4.083479,3.61338,4.293442,6.224013,4.763719,4.775373,5.175375,5.820234,5.114165,5.713495,5.591775,7.279203,5.223698,8.065161,5.604591,5.409069,0.625364,4.724813,7.526204,7.338235,5.973417,6.660491,3.991038,5.111542,3.031626,8.095131,6.805169,5.351351,6.454687,6.962546,6.319328,5.945176,5.762032,6.141488,5.659526,7.175038,7.252572,7.173215,6.12041,5.279948,7.932517,6.891747,6.102229,7.396192,9.112892,6.704157,3.001613,7.187935,6.89733,5.707226,4.805738,6.140216,7.073495,6.135314,5.063156,5.675578,4.168288,7.122083,5.695758,6.375196,4.533775,5.644087,5.208603,3.912702,3.424334,4.8243,3.261399,2.316092,6.091972,2.272507,3.827712,7.737846,9.338519,0.246543,1.45014,2.405541,4.44526,2.615563,1.949379,2.14911,1.493623,2.383126,2.210675,2.885786,2.766321,2.786351,3.178405,7.394439,5.502563,2.268157,-2.363311,-0.543949,1.84854,2.574571,0.045338,-1.634792,-1.9423,-1.278398,-1.15914,-0.261842,0.395663,0.103889,-1.172919,-0.039731,-0.153781,1.497959,0.956169,0.581301,-0.923983,Stable
110102,110.3296,20.04382,0,-4.31487,-2.98801,-0.31934,-2.92445,-5.94257,-1.0812,-1.07566,0.46334,-2.58177,-1.80709,-1.21951,8.161732,1.09267,7.362538,5.651976,5.723131,6.582415,4.527413,4.275311,5.753101,5.473539,6.299262,5.458746,2.842634,8.308883,3.963692,5.944716,5.212233,7.303346,3.987192,1.98572,5.343726,12.384745,8.680677,6.08893,0.97843,1.68054,2.43138,0.46903,6.246546,9.901695,1.9184,8.444649,8.326574,7.251363,3.427343,4.997759,2.3292,3.629551,4.94866,5.779131,7.394962,-2.93232,3.425565,6.329539,6.710973,11.872569,5.484661,3.364854,5.756289,-1.63518,11.960569,7.147447,5.46616,2.41684,-0.51952,3.883975,6.451531,0.95353,6.979023,2.763461,8.497296,12.238249,8.208392,11.831183,6.973203,8.781456,8.774476,10.972131,10.560206,13.830512,14.209916,13.960769,19.255567,8.966375,11.160811,10.124586,13.393238,9.111424,9.121848,17.716693,9.32427,6.981094,8.20342,9.699118,7.420821,7.106871,8.293666,9.288792,12.777722,12.569094,10.209902,9.310435,12.200241,13.113146,15.810196,14.700802,13.582211,12.87237,13.360586,14.115903,14.631889,13.284953,16.304928,14.556513,14.353418,9.147953,14.115751,15.293597,17.003512,14.785961,15.879365,11.732883,13.404174,12.444386,15.555176,14.099998,12.775513,14.442055,14.255646,13.502478,14.37348,14.349785,15.600954,12.848082,15.472523,13.881122,16.805725,16.439225,14.428878,18.075548,18.357822,17.427906,18.273681,21.124964,17.482352,13.410006,15.344115,18.097276,15.301579,14.652943,14.985571,15.800573,15.653355,15.781812,13.392385,12.744194,16.84581,15.647322,14.640002,11.043531,15.03496,16.51051,15.622117,14.218065,15.54322,13.066908,11.907556,18.617039,14.388714,15.465518,19.8293,21.271047,13.665457,14.32089,15.70964,18.546327,17.914088,17.074575,16.023054,15.347589,16.674498,16.777224,15.604533,15.511676,16.14541,15.330856,18.964147,18.706807,16.265183,13.564086,16.796919,18.246364,19.321151,15.905338,16.676344,16.053381,15.799892,16.670434,16.875481,17.310472,17.812593,16.501673,16.989379,16.144751,16.913126,16.821646,17.918692,17.42648,Linear
