scenario,epochs,method,seed,position,dateIndex,dateColumn
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,71,149,D20220212
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,72,151,D20220308
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,73,152,D20220320
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,74,153,D20220401
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,75,154,D20220413
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,76,155,D20220425
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,77,156,D20220507
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,78,157,D20220519
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,79,158,D20220531
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,80,159,D20220612
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,81,161,D20220706
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,82,162,D20220718
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,83,163,D20220730
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,84,164,D20220811
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,85,165,D20220823
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,86,166,D20220904
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,87,167,D20220916
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,88,168,D20220928
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,89,169,D20221010
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,90,171,D20221103
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,91,172,D20221115
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,92,173,D20221127
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,93,174,D20221209
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,94,175,D20221221
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,95,176,D20230102
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,96,177,D20230114
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,97,178,D20230126
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,98,179,D20230207
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,99,181,D20230303
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,100,182,D20230315
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,101,183,D20230327
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,102,184,D20230408
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,103,185,D20230420
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,104,186,D20230502
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,105,187,D20230514
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,106,188,D20230526
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,107,189,D20230607
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,108,190,D20230619
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,109,192,D20230713
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,110,193,D20230725
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,111,194,D20230806
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,112,195,D20230818
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,113,196,D20230830
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,114,197,D20230911
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,115,198,D20230923
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,116,199,D20231005
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,117,200,D20231017
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,118,202,D20231110
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,119,203,D20231122
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,120,204,D20231204
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,121,205,D20231216
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,122,206,D20231228
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,123,207,D20240109
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,124,208,D20240121
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,125,209,D20240202
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,126,210,D20240214
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,127,212,D20240309
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,128,213,D20240321
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,129,214,D20240402
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,130,215,D20240414
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,131,216,D20240426
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,132,217,D20240508
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,133,218,D20240520
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,134,219,D20240601
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,135,220,D20240613
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,136,222,D20240707
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,137,223,D20240719
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,138,224,D20240731
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,139,225,D20240812
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,140,226,D20240824
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,141,227,D20240905
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,142,228,D20240917
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,143,229,D20240929
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,144,230,D20241011
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,145,231,D20241023
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,146,233,D20241116
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,147,234,D20241128
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,148,235,D20241210
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,149,236,D20241222
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,150,237,D20250103
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,151,238,D20250115
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,152,239,D20250127
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,153,240,D20250208
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,154,241,D20250220
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,155,243,D20250316
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,156,244,D20250328
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,157,245,D20250409
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,158,246,D20250421
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,159,247,D20250503
uniform_120,120,uniform,20272824,0,0,D20170322
uniform_120,120,uniform,20272824,1,2,D20170415
uniform_120,120,uniform,20272824,2,4,D20170509
uniform_120,120,uniform,20272824,3,6,D20170602
uniform_120,120,uniform,20272824,4,8,D20170626
uniform_120,120,uniform,20272824,5,10,D20170720
uniform_120,120,uniform,20272824,6,12,D20170813
uniform_120,120,uniform,20272824,7,15,D20170918
uniform_120,120,uniform,20272824,8,17,D20171012
uniform_120,120,uniform,20272824,9,19,D20171105
uniform_120,120,uniform,20272824,10,21,D20171129
uniform_120,120,uniform,20272824,11,23,D20171223
uniform_120,120,uniform,20272824,12,25,D20180116
uniform_120,120,uniform,20272824,13,27,D20180209
uniform_120,120,uniform,20272824,14,29,D20180305
uniform_120,120,uniform,20272824,15,31,D20180329
uniform_120,120,uniform,20272824,16,33,D20180422
uniform_120,120,uniform,20272824,17,35,D20180516
uniform_120,120,uniform,20272824,18,37,D20180609
uniform_120,120,uniform,20272824,19,39,D20180703
uniform_120,120,uniform,20272824,20,42,D20180808
uniform_120,120,uniform,20272824,21,44,D20180901
uniform_120,120,uniform,20272824,22,46,D20180925
uniform_120,120,uniform,20272824,23,48,D20181019
uniform_120,120,uniform,20272824,24,50,D20181112
uniform_120,120,uniform,20272824,25,52,D20181206
uniform_120,120,uniform,20272824,26,54,D20181230
uniform_120,120,uniform,20272824,27,56,D20190123
uniform_120,120,uniform,20272824,28,58,D20190216
uniform_120,120,uniform,20272824,29,60,D20190312
uniform_120,120,uniform,20272824,30,62,D20190405
uniform_120,120,uniform,20272824,31,64,D20190429
uniform_120,120,uniform,20272824,32,66,D20190523
uniform_120,120,uniform,20272824,33,68,D20190616
uniform_120,120,uniform,20272824,34,71,D20190722
uniform_120,120,uniform,20272824,35,73,D20190815
uniform_120,120,uniform,20272824,36,75,D20190908
uniform_120,120,uniform,20272824,37,77,D20191002
uniform_120,120,uniform,20272824,38,79,D20191026
uniform_120,120,uniform,20272824,39,81,D20191119
uniform_120,120,uniform,20272824,40,83,D20191213
uniform_120,120,uniform,20272824,41,85,D20200106
uniform_120,120,uniform,20272824,42,87,D20200130
uniform_120,120,uniform,20272824,43,89,D20200223
uniform_120,120,uniform,20272824,44,91,D20200318
uniform_120,120,uniform,20272824,45,93,D20200411
uniform_120,120,uniform,20272824,46,95,D20200505
uniform_120,120,uniform,20272824,47,98,D20200610
uniform_120,120,uniform,20272824,48,100,D20200704
uniform_120,120,uniform,20272824,49,102,D20200728
uniform_120,120,uniform,20272824,50,104,D20200821
uniform_120,120,uniform,20272824,51,106,D20200914
uniform_120,120,uniform,20272824,52,108,D20201008
uniform_120,120,uniform,20272824,53,110,D20201101
uniform_120,120,uniform,20272824,54,112,D20201125
uniform_120,120,uniform,20272824,55,114,D20201219
uniform_120,120,uniform,20272824,56,116,D20210112
uniform_120,120,uniform,20272824,57,118,D20210205
uniform_120,120,uniform,20272824,58,120,D20210301
uniform_120,120,uniform,20272824,59,122,D20210325
uniform_120,120,uniform,20272824,60,125,D20210430
uniform_120,120,uniform,20272824,61,127,D20210524
uniform_120,120,uniform,20272824,62,129,D20210617
uniform_120,120,uniform,20272824,63,131,D20210711
uniform_120,120,uniform,20272824,64,133,D20210804
uniform_120,120,uniform,20272824,65,135,D20210828
uniform_120,120,uniform,20272824,66,137,D20210921
uniform_120,120,uniform,20272824,67,139,D20211015
uniform_120,120,uniform,20272824,68,141,D20211108
uniform_120,120,uniform,20272824,69,143,D20211202
uniform_120,120,uniform,20272824,70,145,D20211226
uniform_120,120,uniform,20272824,71,147,D20220119
uniform_120,120,uniform,20272824,72,149,D20220212
uniform_120,120,uniform,20272824,73,152,D20220320
uniform_120,120,uniform,20272824,74,154,D20220413
uniform_120,120,uniform,20272824,75,156,D20220507
uniform_120,120,uniform,20272824,76,158,D20220531
uniform_120,120,uniform,20272824,77,160,D20220624
uniform_120,120,uniform,20272824,78,162,D20220718
uniform_120,120,uniform,20272824,79,164,D20220811
uniform_120,120,uniform,20272824,80,166,D20220904
uniform_120,120,uniform,20272824,81,168,D20220928
uniform_120,120,uniform,20272824,82,170,D20221022
uniform_120,120,uniform,20272824,83,172,D20221115
uniform_120,120,uniform,20272824,84,174,D20221209
uniform_120,120,uniform,20272824,85,176,D20230102
uniform_120,120,uniform,20272824,86,179,D20230207
uniform_120,120,uniform,20272824,87,181,D20230303
uniform_120,120,uniform,20272824,88,183,D20230327
uniform_120,120,uniform,20272824,89,185,D20230420
uniform_120,120,uniform,20272824,90,187,D20230514
uniform_120,120,uniform,20272824,91,189,D20230607
uniform_120,120,uniform,20272824,92,191,D20230701
uniform_120,120,uniform,20272824,93,193,D20230725
uniform_120,120,uniform,20272824,94,195,D20230818
uniform_120,120,uniform,20272824,95,197,D20230911
uniform_120,120,uniform,20272824,96,199,D20231005
uniform_120,120,uniform,20272824,97,201,D20231029
uniform_120,120,uniform,20272824,98,203,D20231122
uniform_120,120,uniform,20272824,99,205,D20231216
uniform_120,120,uniform,20272824,100,208,D20240121
uniform_120,120,uniform,20272824,101,210,D20240214
uniform_120,120,uniform,20272824,102,212,D20240309
uniform_120,120,uniform,20272824,103,214,D20240402
uniform_120,120,uniform,20272824,104,216,D20240426
uniform_120,120,uniform,20272824,105,218,D20240520
uniform_120,120,uniform,20272824,106,220,D20240613
uniform_120,120,uniform,20272824,107,222,D20240707
uniform_120,120,uniform,20272824,108,224,D20240731
uniform_120,120,uniform,20272824,109,226,D20240824
uniform_120,120,uniform,20272824,110,228,D20240917
uniform_120,120,uniform,20272824,111,230,D20241011
uniform_120,120,uniform,20272824,112,232,D20241104
uniform_120,120,uniform,20272824,113,235,D20241210
uniform_120,120,uniform,20272824,114,237,D20250103
uniform_120,120,uniform,20272824,115,239,D20250127
uniform_120,120,uniform,20272824,116,241,D20250220
uniform_120,120,uniform,20272824,117,243,D20250316
uniform_120,120,uniform,20272824,118,245,D20250409
uniform_120,120,uniform,20272824,119,247,D20250503
random_missing_120,120,random_missing,20272825,0,0,D20170322
random_missing_120,120,random_missing,20272825,1,1,D20170403
random_missing_120,120,random_missing,20272825,2,2,D20170415
random_missing_120,120,random_missing,20272825,3,4,D20170509
random_missing_120,120,random_missing,20272825,4,6,D20170602
random_missing_120,120,random_missing,20272825,5,7,D20170614
random_missing_120,120,random_missing,20272825,6,8,D20170626
random_missing_120,120,random_missing,20272825,7,10,D20170720
random_missing_120,120,random_missing,20272825,8,11,D20170801
random_missing_120,120,random_missing,20272825,9,12,D20170813
random_missing_120,120,random_missing,20272825,10,14,D20170906
random_missing_120,120,random_missing,20272825,11,15,D20170918
random_missing_120,120,random_missing,20272825,12,20,D20171117
random_missing_120,120,random_missing,20272825,13,21,D20171129
random_missing_120,120,random_missing,20272825,14,23,D20171223
random_missing_120,120,random_missing,20272825,15,25,D20180116
random_missing_120,120,random_missing,20272825,16,26,D20180128
random_missing_120,120,random_missing,20272825,17,30,D20180317
random_missing_120,120,random_missing,20272825,18,31,D20180329
random_missing_120,120,random_missing,20272825,19,32,D20180410
random_missing_120,120,random_missing,20272825,20,33,D20180422
random_missing_120,120,random_missing,20272825,21,34,D20180504
random_missing_120,120,random_missing,20272825,22,35,D20180516
random_missing_120,120,random_missing,20272825,23,39,D20180703
random_missing_120,120,random_missing,20272825,24,41,D20180727
random_missing_120,120,random_missing,20272825,25,44,D20180901
random_missing_120,120,random_missing,20272825,26,46,D20180925
random_missing_120,120,random_missing,20272825,27,47,D20181007
random_missing_120,120,random_missing,20272825,28,48,D20181019
random_missing_120,120,random_missing,20272825,29,52,D20181206
random_missing_120,120,random_missing,20272825,30,54,D20181230
random_missing_120,120,random_missing,20272825,31,57,D20190204
random_missing_120,120,random_missing,20272825,32,59,D20190228
random_missing_120,120,random_missing,20272825,33,60,D20190312
random_missing_120,120,random_missing,20272825,34,62,D20190405
random_missing_120,120,random_missing,20272825,35,65,D20190511
random_missing_120,120,random_missing,20272825,36,66,D20190523
random_missing_120,120,random_missing,20272825,37,70,D20190710
random_missing_120,120,random_missing,20272825,38,71,D20190722
random_missing_120,120,random_missing,20272825,39,72,D20190803
random_missing_120,120,random_missing,20272825,40,74,D20190827
random_missing_120,120,random_missing,20272825,41,75,D20190908
random_missing_120,120,random_missing,20272825,42,78,D20191014
random_missing_120,120,random_missing,20272825,43,82,D20191201
random_missing_120,120,random_missing,20272825,44,83,D20191213
random_missing_120,120,random_missing,20272825,45,84,D20191225
random_missing_120,120,random_missing,20272825,46,85,D20200106
random_missing_120,120,random_missing,20272825,47,87,D20200130
random_missing_120,120,random_missing,20272825,48,92,D20200330
random_missing_120,120,random_missing,20272825,49,93,D20200411
random_missing_120,120,random_missing,20272825,50,99,D20200622
random_missing_120,120,random_missing,20272825,51,102,D20200728
random_missing_120,120,random_missing,20272825,52,103,D20200809
random_missing_120,120,random_missing,20272825,53,104,D20200821
random_missing_120,120,random_missing,20272825,54,106,D20200914
random_missing_120,120,random_missing,20272825,55,107,D20200926
random_missing_120,120,random_missing,20272825,56,109,D20201020
random_missing_120,120,random_missing,20272825,57,110,D20201101
random_missing_120,120,random_missing,20272825,58,118,D20210205
random_missing_120,120,random_missing,20272825,59,119,D20210217
random_missing_120,120,random_missing,20272825,60,121,D20210313
random_missing_120,120,random_missing,20272825,61,122,D20210325
random_missing_120,120,random_missing,20272825,62,125,D20210430
random_missing_120,120,random_missing,20272825,63,127,D20210524
random_missing_120,120,random_missing,20272825,64,128,D20210605
random_missing_120,120,random_missing,20272825,65,130,D20210629
random_missing_120,120,random_missing,20272825,66,131,D20210711
random_missing_120,120,random_missing,20272825,67,132,D20210723
random_missing_120,120,random_missing,20272825,68,133,D20210804
random_missing_120,120,random_missing,20272825,69,134,D20210816
random_missing_120,120,random_missing,20272825,70,135,D20210828
random_missing_120,120,random_missing,20272825,71,137,D20210921
random_missing_120,120,random_missing,20272825,72,138,D20211003
random_missing_120,120,random_missing,20272825,73,139,D20211015
random_missing_120,120,random_missing,20272825,74,140,D20211027
random_missing_120,120,random_missing,20272825,75,142,D20211120
random_missing_120,120,random_missing,20272825,76,144,D20211214
random_missing_120,120,random_missing,20272825,77,145,D20211226
random_missing_120,120,random_missing,20272825,78,149,D20220212
random_missing_120,120,random_missing,20272825,79,153,D20220401
random_missing_120,120,random_missing,20272825,80,157,D20220519
random_missing_120,120,random_missing,20272825,81,160,D20220624
random_missing_120,120,random_missing,20272825,82,165,D20220823
random_missing_120,120,random_missing,20272825,83,166,D20220904
random_missing_120,120,random_missing,20272825,84,170,D20221022
random_missing_120,120,random_missing,20272825,85,174,D20221209
random_missing_120,120,random_missing,20272825,86,176,D20230102
random_missing_120,120,random_missing,20272825,87,180,D20230219
random_missing_120,120,random_missing,20272825,88,186,D20230502
random_missing_120,120,random_missing,20272825,89,187,D20230514
random_missing_120,120,random_missing,20272825,90,191,D20230701
random_missing_120,120,random_missing,20272825,91,194,D20230806
random_missing_120,120,random_missing,20272825,92,195,D20230818
random_missing_120,120,random_missing,20272825,93,197,D20230911
random_missing_120,120,random_missing,20272825,94,198,D20230923
random_missing_120,120,random_missing,20272825,95,199,D20231005
random_missing_120,120,random_missing,20272825,96,204,D20231204
random_missing_120,120,random_missing,20272825,97,206,D20231228
random_missing_120,120,random_missing,20272825,98,207,D20240109
random_missing_120,120,random_missing,20272825,99,208,D20240121
random_missing_120,120,random_missing,20272825,100,209,D20240202
random_missing_120,120,random_missing,20272825,101,211,D20240226
random_missing_120,120,random_missing,20272825,102,215,D20240414
random_missing_120,120,random_missing,20272825,103,216,D20240426
random_missing_120,120,random_missing,20272825,104,217,D20240508
random_missing_120,120,random_missing,20272825,105,218,D20240520
random_missing_120,120,random_missing,20272825,106,222,D20240707
random_missing_120,120,random_missing,20272825,107,223,D20240719
random_missing_120,120,random_missing,20272825,108,225,D20240812
random_missing_120,120,random_missing,20272825,109,226,D20240824
random_missing_120,120,random_missing,20272825,110,228,D20240917
random_missing_120,120,random_missing,20272825,111,231,D20241023
random_missing_120,120,random_missing,20272825,112,234,D20241128
random_missing_120,120,random_missing,20272825,113,236,D20241222
random_missing_120,120,random_missing,20272825,114,238,D20250115
random_missing_120,120,random_missing,20272825,115,242,D20250304
random_missing_120,120,random_missing,20272825,116,243,D20250316
random_missing_120,120,random_missing,20272825,117,244,D20250328
random_missing_120,120,random_missing,20272825,118,245,D20250409
random_missing_120,120,random_missing,20272825,119,247,D20250503
continuous_gap_120,120,continuous_gap,20272826,0,0,D20170322
continuous_gap_120,120,continuous_gap,20272826,1,1,D20170403
continuous_gap_120,120,continuous_gap,20272826,2,2,D20170415
continuous_gap_120,120,continuous_gap,20272826,3,3,D20170427
continuous_gap_120,120,continuous_gap,20272826,4,4,D20170509
continuous_gap_120,120,continuous_gap,20272826,5,5,D20170521
continuous_gap_120,120,continuous_gap,20272826,6,6,D20170602
continuous_gap_120,120,continuous_gap,20272826,7,7,D20170614
continuous_gap_120,120,continuous_gap,20272826,8,8,D20170626
continuous_gap_120,120,continuous_gap,20272826,9,9,D20170708
continuous_gap_120,120,continuous_gap,20272826,10,10,D20170720
continuous_gap_120,120,continuous_gap,20272826,11,11,D20170801
continuous_gap_120,120,continuous_gap,20272826,12,12,D20170813
continuous_gap_120,120,continuous_gap,20272826,13,13,D20170825
continuous_gap_120,120,continuous_gap,20272826,14,14,D20170906
continuous_gap_120,120,continuous_gap,20272826,15,15,D20170918
continuous_gap_120,120,continuous_gap,20272826,16,16,D20170930
continuous_gap_120,120,continuous_gap,20272826,17,17,D20171012
continuous_gap_120,120,continuous_gap,20272826,18,18,D20171024
continuous_gap_120,120,continuous_gap,20272826,19,19,D20171105
continuous_gap_120,120,continuous_gap,20272826,20,20,D20171117
continuous_gap_120,120,continuous_gap,20272826,21,21,D20171129
continuous_gap_120,120,continuous_gap,20272826,22,22,D20171211
continuous_gap_120,120,continuous_gap,20272826,23,23,D20171223
continuous_gap_120,120,continuous_gap,20272826,24,24,D20180104
continuous_gap_120,120,continuous_gap,20272826,25,25,D20180116
continuous_gap_120,120,continuous_gap,20272826,26,26,D20180128
continuous_gap_120,120,continuous_gap,20272826,27,27,D20180209
continuous_gap_120,120,continuous_gap,20272826,28,28,D20180221
continuous_gap_120,120,continuous_gap,20272826,29,29,D20180305
continuous_gap_120,120,continuous_gap,20272826,30,30,D20180317
continuous_gap_120,120,continuous_gap,20272826,31,31,D20180329
continuous_gap_120,120,continuous_gap,20272826,32,32,D20180410
continuous_gap_120,120,continuous_gap,20272826,33,33,D20180422
continuous_gap_120,120,continuous_gap,20272826,34,34,D20180504
continuous_gap_120,120,continuous_gap,20272826,35,35,D20180516
continuous_gap_120,120,continuous_gap,20272826,36,36,D20180528
continuous_gap_120,120,continuous_gap,20272826,37,37,D20180609
continuous_gap_120,120,continuous_gap,20272826,38,38,D20180621
continuous_gap_120,120,continuous_gap,20272826,39,39,D20180703
continuous_gap_120,120,continuous_gap,20272826,40,40,D20180715
continuous_gap_120,120,continuous_gap,20272826,41,41,D20180727
continuous_gap_120,120,continuous_gap,20272826,42,42,D20180808
continuous_gap_120,120,continuous_gap,20272826,43,43,D20180820
continuous_gap_120,120,continuous_gap,20272826,44,44,D20180901
continuous_gap_120,120,continuous_gap,20272826,45,45,D20180913
continuous_gap_120,120,continuous_gap,20272826,46,46,D20180925
continuous_gap_120,120,continuous_gap,20272826,47,47,D20181007
continuous_gap_120,120,continuous_gap,20272826,48,48,D20181019
continuous_gap_120,120,continuous_gap,20272826,49,49,D20181031
continuous_gap_120,120,continuous_gap,20272826,50,50,D20181112
continuous_gap_120,120,continuous_gap,20272826,51,51,D20181124
continuous_gap_120,120,continuous_gap,20272826,52,52,D20181206
continuous_gap_120,120,continuous_gap,20272826,53,53,D20181218
continuous_gap_120,120,continuous_gap,20272826,54,54,D20181230
continuous_gap_120,120,continuous_gap,20272826,55,55,D20190111
continuous_gap_120,120,continuous_gap,20272826,56,56,D20190123
continuous_gap_120,120,continuous_gap,20272826,57,57,D20190204
continuous_gap_120,120,continuous_gap,20272826,58,58,D20190216
continuous_gap_120,120,continuous_gap,20272826,59,59,D20190228
continuous_gap_120,120,continuous_gap,20272826,60,60,D20190312
continuous_gap_120,120,continuous_gap,20272826,61,61,D20190324
continuous_gap_120,120,continuous_gap,20272826,62,62,D20190405
continuous_gap_120,120,continuous_gap,20272826,63,63,D20190417
continuous_gap_120,120,continuous_gap,20272826,64,64,D20190429
continuous_gap_120,120,continuous_gap,20272826,65,65,D20190511
continuous_gap_120,120,continuous_gap,20272826,66,66,D20190523
continuous_gap_120,120,continuous_gap,20272826,67,67,D20190604
continuous_gap_120,120,continuous_gap,20272826,68,68,D20190616
continuous_gap_120,120,continuous_gap,20272826,69,69,D20190628
continuous_gap_120,120,continuous_gap,20272826,70,70,D20190710
continuous_gap_120,120,continuous_gap,20272826,71,71,D20190722
continuous_gap_120,120,continuous_gap,20272826,72,72,D20190803
continuous_gap_120,120,continuous_gap,20272826,73,73,D20190815
continuous_gap_120,120,continuous_gap,20272826,74,74,D20190827
continuous_gap_120,120,continuous_gap,20272826,75,75,D20190908
continuous_gap_120,120,continuous_gap,20272826,76,76,D20190920
continuous_gap_120,120,continuous_gap,20272826,77,77,D20191002
continuous_gap_120,120,continuous_gap,20272826,78,78,D20191014
continuous_gap_120,120,continuous_gap,20272826,79,79,D20191026
continuous_gap_120,120,continuous_gap,20272826,80,80,D20191107
continuous_gap_120,120,continuous_gap,20272826,81,81,D20191119
continuous_gap_120,120,continuous_gap,20272826,82,82,D20191201
continuous_gap_120,120,continuous_gap,20272826,83,83,D20191213
continuous_gap_120,120,continuous_gap,20272826,84,84,D20191225
continuous_gap_120,120,continuous_gap,20272826,85,85,D20200106
continuous_gap_120,120,continuous_gap,20272826,86,86,D20200118
continuous_gap_120,120,continuous_gap,20272826,87,87,D20200130
continuous_gap_120,120,continuous_gap,20272826,88,88,D20200211
continuous_gap_120,120,continuous_gap,20272826,89,89,D20200223
continuous_gap_120,120,continuous_gap,20272826,90,90,D20200306
continuous_gap_120,120,continuous_gap,20272826,91,91,D20200318
continuous_gap_120,120,continuous_gap,20272826,92,92,D20200330
continuous_gap_120,120,continuous_gap,20272826,93,221,D20240625
continuous_gap_120,120,continuous_gap,20272826,94,222,D20240707
continuous_gap_120,120,continuous_gap,20272826,95,223,D20240719
continuous_gap_120,120,continuous_gap,20272826,96,224,D20240731
continuous_gap_120,120,continuous_gap,20272826,97,225,D20240812
continuous_gap_120,120,continuous_gap,20272826,98,226,D20240824
continuous_gap_120,120,continuous_gap,20272826,99,227,D20240905
continuous_gap_120,120,continuous_gap,20272826,100,228,D20240917
continuous_gap_120,120,continuous_gap,20272826,101,229,D20240929
continuous_gap_120,120,continuous_gap,20272826,102,230,D20241011
continuous_gap_120,120,continuous_gap,20272826,103,231,D20241023
continuous_gap_120,120,continuous_gap,20272826,104,232,D20241104
continuous_gap_120,120,continuous_gap,20272826,105,233,D20241116
continuous_gap_120,120,continuous_gap,20272826,106,234,D20241128
continuous_gap_120,120,continuous_gap,20272826,107,235,D20241210
continuous_gap_120,120,continuous_gap,20272826,108,236,D20241222
continuous_gap_120,120,continuous_gap,20272826,109,237,D20250103
continuous_gap_120,120,continuous_gap,20272826,110,238,D20250115
continuous_gap_120,120,continuous_gap,20272826,111,239,D20250127
continuous_gap_120,120,continuous_gap,20272826,112,240,D20250208
continuous_gap_120,120,continuous_gap,20272826,113,241,D20250220
continuous_gap_120,120,continuous_gap,20272826,114,242,D20250304
continuous_gap_120,120,continuous_gap,20272826,115,243,D20250316
continuous_gap_120,120,continuous_gap,20272826,116,244,D20250328
continuous_gap_120,120,continuous_gap,20272826,117,245,D20250409
continuous_gap_120,120,continuous_gap,20272826,118,246,D20250421
continuous_gap_120,120,continuous_gap,20272826,119,247,D20250503
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,0,0,D20170322
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,1,1,D20170403
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,2,3,D20170427
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,3,4,D20170509
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,4,6,D20170602
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,5,7,D20170614
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,6,9,D20170708
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,7,10,D20170720
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,8,12,D20170813
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,9,13,D20170825
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,10,15,D20170918
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,11,16,D20170930
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,12,18,D20171024
