scenario,epochs,method,seed,position,dateIndex,dateColumn
continuous_gap_160,160,continuous_gap,20276826,1,1,D20170403
continuous_gap_160,160,continuous_gap,20276826,2,2,D20170415
continuous_gap_160,160,continuous_gap,20276826,3,3,D20170427
continuous_gap_160,160,continuous_gap,20276826,4,4,D20170509
continuous_gap_160,160,continuous_gap,20276826,5,5,D20170521
continuous_gap_160,160,continuous_gap,20276826,6,6,D20170602
continuous_gap_160,160,continuous_gap,20276826,7,7,D20170614
continuous_gap_160,160,continuous_gap,20276826,8,8,D20170626
continuous_gap_160,160,continuous_gap,20276826,9,9,D20170708
continuous_gap_160,160,continuous_gap,20276826,10,10,D20170720
continuous_gap_160,160,continuous_gap,20276826,11,11,D20170801
continuous_gap_160,160,continuous_gap,20276826,12,12,D20170813
continuous_gap_160,160,continuous_gap,20276826,13,13,D20170825
continuous_gap_160,160,continuous_gap,20276826,14,14,D20170906
continuous_gap_160,160,continuous_gap,20276826,15,15,D20170918
continuous_gap_160,160,continuous_gap,20276826,16,16,D20170930
continuous_gap_160,160,continuous_gap,20276826,17,17,D20171012
continuous_gap_160,160,continuous_gap,20276826,18,18,D20171024
continuous_gap_160,160,continuous_gap,20276826,19,19,D20171105
continuous_gap_160,160,continuous_gap,20276826,20,20,D20171117
continuous_gap_160,160,continuous_gap,20276826,21,21,D20171129
continuous_gap_160,160,continuous_gap,20276826,22,22,D20171211
continuous_gap_160,160,continuous_gap,20276826,23,23,D20171223
continuous_gap_160,160,continuous_gap,20276826,24,24,D20180104
continuous_gap_160,160,continuous_gap,20276826,25,25,D20180116
continuous_gap_160,160,continuous_gap,20276826,26,26,D20180128
continuous_gap_160,160,continuous_gap,20276826,27,27,D20180209
continuous_gap_160,160,continuous_gap,20276826,28,28,D20180221
continuous_gap_160,160,continuous_gap,20276826,29,29,D20180305
continuous_gap_160,160,continuous_gap,20276826,30,30,D20180317
continuous_gap_160,160,continuous_gap,20276826,31,31,D20180329
continuous_gap_160,160,continuous_gap,20276826,32,32,D20180410
continuous_gap_160,160,continuous_gap,20276826,33,33,D20180422
continuous_gap_160,160,continuous_gap,20276826,34,34,D20180504
continuous_gap_160,160,continuous_gap,20276826,35,35,D20180516
continuous_gap_160,160,continuous_gap,20276826,36,36,D20180528
continuous_gap_160,160,continuous_gap,20276826,37,37,D20180609
continuous_gap_160,160,continuous_gap,20276826,38,38,D20180621
continuous_gap_160,160,continuous_gap,20276826,39,39,D20180703
continuous_gap_160,160,continuous_gap,20276826,40,40,D20180715
continuous_gap_160,160,continuous_gap,20276826,41,41,D20180727
continuous_gap_160,160,continuous_gap,20276826,42,42,D20180808
continuous_gap_160,160,continuous_gap,20276826,43,43,D20180820
continuous_gap_160,160,continuous_gap,20276826,44,44,D20180901
continuous_gap_160,160,continuous_gap,20276826,45,45,D20180913
continuous_gap_160,160,continuous_gap,20276826,46,46,D20180925
continuous_gap_160,160,continuous_gap,20276826,47,47,D20181007
continuous_gap_160,160,continuous_gap,20276826,48,48,D20181019
continuous_gap_160,160,continuous_gap,20276826,49,49,D20181031
continuous_gap_160,160,continuous_gap,20276826,50,50,D20181112
continuous_gap_160,160,continuous_gap,20276826,51,51,D20181124
continuous_gap_160,160,continuous_gap,20276826,52,52,D20181206
continuous_gap_160,160,continuous_gap,20276826,53,53,D20181218
continuous_gap_160,160,continuous_gap,20276826,54,54,D20181230
continuous_gap_160,160,continuous_gap,20276826,55,55,D20190111
continuous_gap_160,160,continuous_gap,20276826,56,56,D20190123
continuous_gap_160,160,continuous_gap,20276826,57,57,D20190204
continuous_gap_160,160,continuous_gap,20276826,58,58,D20190216
continuous_gap_160,160,continuous_gap,20276826,59,59,D20190228
continuous_gap_160,160,continuous_gap,20276826,60,60,D20190312
continuous_gap_160,160,continuous_gap,20276826,61,61,D20190324
continuous_gap_160,160,continuous_gap,20276826,62,62,D20190405
continuous_gap_160,160,continuous_gap,20276826,63,151,D20220308
continuous_gap_160,160,continuous_gap,20276826,64,152,D20220320
continuous_gap_160,160,continuous_gap,20276826,65,153,D20220401
continuous_gap_160,160,continuous_gap,20276826,66,154,D20220413
continuous_gap_160,160,continuous_gap,20276826,67,155,D20220425
continuous_gap_160,160,continuous_gap,20276826,68,156,D20220507
continuous_gap_160,160,continuous_gap,20276826,69,157,D20220519
continuous_gap_160,160,continuous_gap,20276826,70,158,D20220531
continuous_gap_160,160,continuous_gap,20276826,71,159,D20220612
continuous_gap_160,160,continuous_gap,20276826,72,160,D20220624
continuous_gap_160,160,continuous_gap,20276826,73,161,D20220706
continuous_gap_160,160,continuous_gap,20276826,74,162,D20220718
continuous_gap_160,160,continuous_gap,20276826,75,163,D20220730
continuous_gap_160,160,continuous_gap,20276826,76,164,D20220811
continuous_gap_160,160,continuous_gap,20276826,77,165,D20220823
continuous_gap_160,160,continuous_gap,20276826,78,166,D20220904
continuous_gap_160,160,continuous_gap,20276826,79,167,D20220916
continuous_gap_160,160,continuous_gap,20276826,80,168,D20220928
continuous_gap_160,160,continuous_gap,20276826,81,169,D20221010
continuous_gap_160,160,continuous_gap,20276826,82,170,D20221022
continuous_gap_160,160,continuous_gap,20276826,83,171,D20221103
continuous_gap_160,160,continuous_gap,20276826,84,172,D20221115
continuous_gap_160,160,continuous_gap,20276826,85,173,D20221127
continuous_gap_160,160,continuous_gap,20276826,86,174,D20221209
continuous_gap_160,160,continuous_gap,20276826,87,175,D20221221
continuous_gap_160,160,continuous_gap,20276826,88,176,D20230102
continuous_gap_160,160,continuous_gap,20276826,89,177,D20230114
continuous_gap_160,160,continuous_gap,20276826,90,178,D20230126
continuous_gap_160,160,continuous_gap,20276826,91,179,D20230207
continuous_gap_160,160,continuous_gap,20276826,92,180,D20230219
continuous_gap_160,160,continuous_gap,20276826,93,181,D20230303
continuous_gap_160,160,continuous_gap,20276826,94,182,D20230315
continuous_gap_160,160,continuous_gap,20276826,95,183,D20230327
continuous_gap_160,160,continuous_gap,20276826,96,184,D20230408
continuous_gap_160,160,continuous_gap,20276826,97,185,D20230420
continuous_gap_160,160,continuous_gap,20276826,98,186,D20230502
continuous_gap_160,160,continuous_gap,20276826,99,187,D20230514
continuous_gap_160,160,continuous_gap,20276826,100,188,D20230526
continuous_gap_160,160,continuous_gap,20276826,101,189,D20230607
continuous_gap_160,160,continuous_gap,20276826,102,190,D20230619
continuous_gap_160,160,continuous_gap,20276826,103,191,D20230701
continuous_gap_160,160,continuous_gap,20276826,104,192,D20230713
continuous_gap_160,160,continuous_gap,20276826,105,193,D20230725
continuous_gap_160,160,continuous_gap,20276826,106,194,D20230806
continuous_gap_160,160,continuous_gap,20276826,107,195,D20230818
continuous_gap_160,160,continuous_gap,20276826,108,196,D20230830
continuous_gap_160,160,continuous_gap,20276826,109,197,D20230911
continuous_gap_160,160,continuous_gap,20276826,110,198,D20230923
continuous_gap_160,160,continuous_gap,20276826,111,199,D20231005
continuous_gap_160,160,continuous_gap,20276826,112,200,D20231017
continuous_gap_160,160,continuous_gap,20276826,113,201,D20231029
continuous_gap_160,160,continuous_gap,20276826,114,202,D20231110
continuous_gap_160,160,continuous_gap,20276826,115,203,D20231122
continuous_gap_160,160,continuous_gap,20276826,116,204,D20231204
continuous_gap_160,160,continuous_gap,20276826,117,205,D20231216
continuous_gap_160,160,continuous_gap,20276826,118,206,D20231228
continuous_gap_160,160,continuous_gap,20276826,119,207,D20240109
continuous_gap_160,160,continuous_gap,20276826,120,208,D20240121
continuous_gap_160,160,continuous_gap,20276826,121,209,D20240202
continuous_gap_160,160,continuous_gap,20276826,122,210,D20240214
continuous_gap_160,160,continuous_gap,20276826,123,211,D20240226
continuous_gap_160,160,continuous_gap,20276826,124,212,D20240309
continuous_gap_160,160,continuous_gap,20276826,125,213,D20240321
continuous_gap_160,160,continuous_gap,20276826,126,214,D20240402
continuous_gap_160,160,continuous_gap,20276826,127,215,D20240414
continuous_gap_160,160,continuous_gap,20276826,128,216,D20240426
continuous_gap_160,160,continuous_gap,20276826,129,217,D20240508
continuous_gap_160,160,continuous_gap,20276826,130,218,D20240520
continuous_gap_160,160,continuous_gap,20276826,131,219,D20240601
continuous_gap_160,160,continuous_gap,20276826,132,220,D20240613
continuous_gap_160,160,continuous_gap,20276826,133,221,D20240625
continuous_gap_160,160,continuous_gap,20276826,134,222,D20240707
continuous_gap_160,160,continuous_gap,20276826,135,223,D20240719
continuous_gap_160,160,continuous_gap,20276826,136,224,D20240731
continuous_gap_160,160,continuous_gap,20276826,137,225,D20240812
continuous_gap_160,160,continuous_gap,20276826,138,226,D20240824
continuous_gap_160,160,continuous_gap,20276826,139,227,D20240905
continuous_gap_160,160,continuous_gap,20276826,140,228,D20240917
continuous_gap_160,160,continuous_gap,20276826,141,229,D20240929
continuous_gap_160,160,continuous_gap,20276826,142,230,D20241011
continuous_gap_160,160,continuous_gap,20276826,143,231,D20241023
continuous_gap_160,160,continuous_gap,20276826,144,232,D20241104
continuous_gap_160,160,continuous_gap,20276826,145,233,D20241116
continuous_gap_160,160,continuous_gap,20276826,146,234,D20241128
continuous_gap_160,160,continuous_gap,20276826,147,235,D20241210
continuous_gap_160,160,continuous_gap,20276826,148,236,D20241222
continuous_gap_160,160,continuous_gap,20276826,149,237,D20250103
continuous_gap_160,160,continuous_gap,20276826,150,238,D20250115
continuous_gap_160,160,continuous_gap,20276826,151,239,D20250127
continuous_gap_160,160,continuous_gap,20276826,152,240,D20250208
continuous_gap_160,160,continuous_gap,20276826,153,241,D20250220
continuous_gap_160,160,continuous_gap,20276826,154,242,D20250304
continuous_gap_160,160,continuous_gap,20276826,155,243,D20250316
continuous_gap_160,160,continuous_gap,20276826,156,244,D20250328
continuous_gap_160,160,continuous_gap,20276826,157,245,D20250409
continuous_gap_160,160,continuous_gap,20276826,158,246,D20250421
continuous_gap_160,160,continuous_gap,20276826,159,247,D20250503
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,0,0,D20170322
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,1,1,D20170403
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,2,2,D20170415
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,3,3,D20170427
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,4,4,D20170509
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,5,6,D20170602
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,6,7,D20170614
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,7,8,D20170626
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,8,9,D20170708
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,9,10,D20170720
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,10,11,D20170801
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,11,12,D20170813
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,12,13,D20170825
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,13,14,D20170906
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,14,16,D20170930
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,15,17,D20171012
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,16,18,D20171024
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,17,19,D20171105
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,18,20,D20171117
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,19,21,D20171129
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,20,22,D20171211
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,21,23,D20171223
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,22,24,D20180104
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,23,25,D20180116
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,24,27,D20180209
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,25,28,D20180221
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,26,29,D20180305
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,27,30,D20180317
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,28,31,D20180329
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,29,32,D20180410
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,30,33,D20180422
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,31,34,D20180504
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,32,35,D20180516
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,33,37,D20180609
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,34,38,D20180621
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,35,39,D20180703
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,36,40,D20180715
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,37,41,D20180727
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,38,42,D20180808
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,39,43,D20180820
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,40,44,D20180901
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,41,45,D20180913
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,42,47,D20181007
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,43,48,D20181019
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,44,49,D20181031
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,45,50,D20181112
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,46,51,D20181124
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,47,52,D20181206
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,48,53,D20181218
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,49,54,D20181230
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,50,55,D20190111
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,51,57,D20190204
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,52,58,D20190216
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,53,59,D20190228
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,54,60,D20190312
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,55,61,D20190324
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,56,62,D20190405
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,57,63,D20190417
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,58,64,D20190429
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,59,65,D20190511
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,60,66,D20190523
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,61,68,D20190616
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,62,69,D20190628
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,63,70,D20190710
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,64,71,D20190722
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,65,72,D20190803
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,66,73,D20190815
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,67,74,D20190827
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,68,75,D20190908
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,69,76,D20190920
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,70,78,D20191014
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,71,79,D20191026
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,72,80,D20191107
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,73,81,D20191119
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,74,82,D20191201
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,75,83,D20191213
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,76,84,D20191225
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,77,85,D20200106
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,78,86,D20200118
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,79,88,D20200211
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,80,89,D20200223
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,81,90,D20200306
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,82,91,D20200318
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,83,92,D20200330
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,84,93,D20200411
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,85,94,D20200423
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,86,95,D20200505
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,87,96,D20200517
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,88,98,D20200610
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,89,99,D20200622
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,90,100,D20200704
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,91,101,D20200716
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,92,102,D20200728
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,93,103,D20200809
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,94,104,D20200821
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,95,105,D20200902
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,96,106,D20200914
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,97,107,D20200926
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,98,109,D20201020
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,99,110,D20201101
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,100,111,D20201113
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,101,112,D20201125
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,102,113,D20201207
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,103,114,D20201219
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,104,115,D20201231
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,105,116,D20210112
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,106,117,D20210124
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,107,119,D20210217
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,108,120,D20210301
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,109,121,D20210313
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,110,122,D20210325
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,111,123,D20210406
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,112,124,D20210418
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,113,127,D20210524
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,114,129,D20210617
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,115,132,D20210723
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,116,134,D20210816
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,117,137,D20210921
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,118,140,D20211027
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,119,142,D20211120
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,120,145,D20211226
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,121,148,D20220131
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,122,150,D20220224
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,123,153,D20220401
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,124,155,D20220425
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,125,158,D20220531
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,126,161,D20220706
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,127,163,D20220730
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,128,166,D20220904
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,129,168,D20220928
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,130,171,D20221103
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,131,174,D20221209
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,132,176,D20230102
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,133,179,D20230207
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,134,182,D20230315
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,135,184,D20230408
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,136,187,D20230514
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,137,189,D20230607
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,138,192,D20230713
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,139,195,D20230818
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,140,197,D20230911
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,141,200,D20231017
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,142,203,D20231122
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,143,205,D20231216
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,144,208,D20240121
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,145,210,D20240214
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,146,213,D20240321
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,147,216,D20240426
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,148,218,D20240520
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,149,221,D20240625
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,150,223,D20240719
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,151,226,D20240824
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,152,229,D20240929
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,153,231,D20241023
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,154,234,D20241128
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,155,237,D20250103
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,156,239,D20250127
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,157,242,D20250304
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,158,244,D20250328
front_dense_back_sparse_160,160,front_dense_back_sparse,20276827,159,247,D20250503
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,0,0,D20170322
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,1,3,D20170427
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,2,5,D20170521
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,3,8,D20170626
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,4,10,D20170720
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,5,13,D20170825
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,6,16,D20170930
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,7,18,D20171024
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,8,21,D20171129
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,9,24,D20180104
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,10,26,D20180128
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,11,29,D20180305
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,12,31,D20180329
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,13,34,D20180504
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,14,37,D20180609
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,15,39,D20180703
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,16,42,D20180808
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,17,44,D20180901
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,18,47,D20181007
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,19,50,D20181112
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,20,52,D20181206
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,21,55,D20190111
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,22,58,D20190216
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,23,60,D20190312
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,24,63,D20190417
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,25,65,D20190511
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,26,68,D20190616
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,27,71,D20190722
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,28,73,D20190815
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,29,76,D20190920
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,30,79,D20191026
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,31,81,D20191119
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,32,84,D20191225
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,33,86,D20200118
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,34,89,D20200223
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,35,92,D20200330
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,36,94,D20200423
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,37,97,D20200529
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,38,99,D20200622
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,39,102,D20200728
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,40,105,D20200902
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,41,107,D20200926
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,42,110,D20201101
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,43,113,D20201207
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,44,115,D20201231
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,45,118,D20210205
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,46,120,D20210301
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,47,123,D20210406
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,48,124,D20210418
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,49,125,D20210430
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,50,126,D20210512
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,51,127,D20210524
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,52,128,D20210605
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,53,130,D20210629
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,54,131,D20210711
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,55,132,D20210723
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,56,133,D20210804
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,57,134,D20210816
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,58,135,D20210828
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,59,136,D20210909
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,60,137,D20210921
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,61,138,D20211003
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,62,140,D20211027
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,63,141,D20211108
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,64,142,D20211120
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,65,143,D20211202
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,66,144,D20211214
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,67,145,D20211226
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,68,146,D20220107
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,69,147,D20220119
front_sparse_back_dense_160,160,front_sparse_back_dense,20276828,70,148,D20220131
