classId,precision,recall,f1,support,rawPrecision,rawRecall,rawF1,scenario,epochs,method,className
0,0.9885057471264368,0.9555555555555556,0.9717514124293786,90,0.9885057471264368,0.9555555555555556,0.9717514124293786,random_missing_40,40,random_missing,Stable
1,0.9411764705882353,0.898876404494382,0.9195402298850575,89,0.9418604651162791,0.9101123595505618,0.9257142857142857,random_missing_40,40,random_missing,Linear
2,0.8222222222222222,0.8705882352941177,0.8457142857142856,85,0.8295454545454546,0.8588235294117647,0.8439306358381502,random_missing_40,40,random_missing,Piecewise
3,0.9239130434782609,0.9550561797752809,0.9392265193370166,89,0.9340659340659341,0.9550561797752809,0.9444444444444444,random_missing_40,40,random_missing,Decelerating
4,0.8681318681318682,0.8977272727272727,0.8826815642458101,88,0.8777777777777778,0.8977272727272727,0.8876404494382022,random_missing_40,40,random_missing,Accelerating
5,0.8589743589743589,0.8170731707317073,0.8374999999999999,82,0.8518518518518519,0.8414634146341463,0.8466257668711655,random_missing_40,40,random_missing,Undefined
0,0.875,0.7777777777777778,0.823529411764706,90,0.875,0.7777777777777778,0.823529411764706,continuous_gap_40,40,continuous_gap,Stable
1,0.2543859649122807,0.9775280898876404,0.4037122969837587,89,0.24166666666666667,0.9775280898876404,0.3875278396436525,continuous_gap_40,40,continuous_gap,Linear
2,0.8275862068965517,0.2823529411764706,0.42105263157894735,85,0.6875,0.12941176470588237,0.21782178217821782,continuous_gap_40,40,continuous_gap,Piecewise
3,0.8,0.3146067415730337,0.45161290322580644,89,0.8484848484848485,0.3146067415730337,0.45901639344262296,continuous_gap_40,40,continuous_gap,Decelerating
4,0.5277777777777778,0.2159090909090909,0.3064516129032258,88,0.5151515151515151,0.19318181818181818,0.2809917355371901,continuous_gap_40,40,continuous_gap,Accelerating
5,1.0,0.012195121951219513,0.024096385542168676,82,1.0,0.012195121951219513,0.024096385542168676,continuous_gap_40,40,continuous_gap,Undefined
0,0.967032967032967,0.9777777777777777,0.9723756906077348,90,0.9565217391304348,0.9777777777777777,0.967032967032967,front_dense_back_sparse_40,40,front_dense_back_sparse,Stable
1,0.9642857142857143,0.9101123595505618,0.9364161849710984,89,0.9431818181818182,0.9325842696629213,0.9378531073446328,front_dense_back_sparse_40,40,front_dense_back_sparse,Linear
2,0.8902439024390244,0.8588235294117647,0.874251497005988,85,0.9125,0.8588235294117647,0.8848484848484848,front_dense_back_sparse_40,40,front_dense_back_sparse,Piecewise
3,0.9565217391304348,0.9887640449438202,0.9723756906077348,89,0.9560439560439561,0.9775280898876404,0.9666666666666667,front_dense_back_sparse_40,40,front_dense_back_sparse,Decelerating
4,0.898876404494382,0.9090909090909091,0.9039548022598869,88,0.9069767441860465,0.8863636363636364,0.896551724137931,front_dense_back_sparse_40,40,front_dense_back_sparse,Accelerating
5,0.8705882352941177,0.9024390243902439,0.8862275449101796,82,0.872093023255814,0.9146341463414634,0.8928571428571429,front_dense_back_sparse_40,40,front_dense_back_sparse,Undefined
0,0.9659090909090909,0.9444444444444444,0.9550561797752809,90,0.9659090909090909,0.9444444444444444,0.9550561797752809,front_sparse_back_dense_40,40,front_sparse_back_dense,Stable
1,0.9411764705882353,0.898876404494382,0.9195402298850575,89,0.9411764705882353,0.898876404494382,0.9195402298850575,front_sparse_back_dense_40,40,front_sparse_back_dense,Linear
2,0.8636363636363636,0.8941176470588236,0.8786127167630058,85,0.872093023255814,0.8823529411764706,0.8771929824561403,front_sparse_back_dense_40,40,front_sparse_back_dense,Piecewise
3,0.9560439560439561,0.9775280898876404,0.9666666666666667,89,0.9560439560439561,0.9775280898876404,0.9666666666666667,front_sparse_back_dense_40,40,front_sparse_back_dense,Decelerating
4,0.8876404494382022,0.8977272727272727,0.8926553672316383,88,0.8977272727272727,0.8977272727272727,0.8977272727272727,front_sparse_back_dense_40,40,front_sparse_back_dense,Accelerating
5,0.8292682926829268,0.8292682926829268,0.8292682926829268,82,0.8235294117647058,0.8536585365853658,0.8383233532934131,front_sparse_back_dense_40,40,front_sparse_back_dense,Undefined
